,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
9205,9204,"GOTTHEIMER, JOSH",NJ,5.0,DEM,2016,0.550754275,46.2,REP,0.43302756200000003,0,0.20486999999999997,1.0,0.55,True,0.0,100219.0,500,,71.3,4782462.13,4703377.07
9209,9212,"PALLONE, FRANK JR",NJ,6.0,DEM,2016,0.5776276370000001,38.4,REP,0.599300995,1,0.36267,1.0,0.55,True,0.0,79229.0,65,100.00,70.8,2409149.16,1873787.92
9211,9208,"SONNEK-SCHMELZ, BRENT J",NJ,6.0,REP,2016,0.5776276370000001,38.4,REP,0.389275841,0,0.36267,1.0,0.55,False,0.0,79229.0,82,,70.8,75774.45,75659.83
9215,9219,"JACOB, PETER MR.",NJ,7.0,DEM,2016,0.603215075,51.4,REP,0.387688427,0,0.21178000000000002,1.0,0.55,True,4.0,106896.0,55,,73.13158,320765.46,305885.55
9216,9215,"LANCE, LEONARD",NJ,7.0,REP,2016,0.603215075,51.4,REP,0.592549873,1,0.21178000000000002,1.0,0.55,False,4.0,106896.0,166,54.44,73.13158,1118097.4,1276330.07
9221,9223,"KHAN, AGHA",NJ,8.0,REP,2016,0.727234334,30.8,REP,0.19040971899999998,0,0.42608,1.0,0.55,False,0.0,57391.0,500,,75.19524,0.0,0.0
9223,9224,"SIRES, ALBIO",NJ,8.0,DEM,2016,0.727234334,30.8,REP,0.773535552,1,0.42608,1.0,0.55,True,0.0,57391.0,500,100.00,75.19524,633397.21,580646.82
9225,9229,"CASTILLO, HECTOR DR.",NJ,9.0,REP,2016,0.632039237,32.7,REP,0.300899061,0,0.37801,1.0,0.55,False,0.0,64964.0,194,,77.1,99778.6,99778.6
9233,9233,"PINCKNEY, DAVID",NJ,10.0,REP,2016,0.746183215,27.6,REP,0.126236365,0,0.7098300000000001,1.0,0.55,False,0.0,50100.0,4,,76.5,0.0,0.0
9236,9242,"FRELINGHUYSEN, RODNEY P.",NJ,11.0,REP,2016,0.601317708,52.1,REP,0.625700272,1,0.18036,1.0,0.55,False,4.0,108260.0,74,66.72,76.5,1991919.98,1669365.6
9241,9239,"WENZEL, JOSEPH M.",NJ,11.0,DEM,2016,0.601317708,52.1,REP,0.37429972799999994,0,0.18036,1.0,0.55,True,4.0,108260.0,11,,76.5,0.0,0.0
9248,9249,"UCCIO, STEVEN J.",NJ,12.0,REP,2016,0.56157358,43.6,REP,0.365097125,0,0.40598,1.0,0.55,False,,85744.0,19,,77.5,0.0,0.0
9250,9252,"LUJAN GRISHAM, MICHELLE",NM,1.0,DEM,2016,0.599838754,32.0,REP,0.5858625129999999,0,0.28674,0.0,0.49,True,0.0,49570.0,500,100.00,77.67333,1776950.72,1929898.27
9251,9251,"PRIEM, RICHARD G",NM,1.0,REP,2016,0.599838754,32.0,REP,0.414137487,0,0.28674,1.0,0.49,False,0.0,49570.0,16,34.66,77.67333,0.0,0.0
9253,9254,"PEARCE, STEVAN E.",NM,2.0,REP,2016,0.537697483,20.6,REP,0.6442748189999999,1,0.14709,1.0,0.49,False,0.0,41797.0,500,100.00,76.8,1840392.75,955855.9
9254,9255,"SOULES, MERRIE LEE MS.",NM,2.0,DEM,2016,0.537697483,20.6,REP,0.355258261,0,0.14709,1.0,0.49,True,0.0,41797.0,500,,76.8,439122.89,387292.25
9256,9258,"LUJAN, BEN R MR.",NM,3.0,DEM,2016,0.5905413629999999,27.1,REP,0.615229579,0,0.34684,1.0,0.49,True,,49210.0,44,87.56,77.3,2107713.05,1874691.43
9258,9259,"ROMERO, MICHAEL H",NM,3.0,REP,2016,0.5905413629999999,27.1,REP,0.384487929,0,0.34684,1.0,0.49,False,,49210.0,1,,77.3,96565.73,96566.39
9267,9269,"PERRY, MARY D",NV,1.0,REP,2016,0.573761352,14.8,REP,0.37874693299999995,0,0.46971,0.0,0.46,False,4.0,38000.0,15,,75.2,29704.87,29199.3
9269,9268,"TITUS, DINA",NV,1.0,DEM,2016,0.573761352,14.8,REP,0.568413056,1,0.46971,0.0,0.46,True,4.0,38000.0,500,86.03,75.2,0.0,0.0
9284,9278,"ROSEN, JACKY",NV,3.0,DEM,2016,0.573761352,31.4,REP,0.361270665,0,0.31985,0.0,0.46,True,0.0,68396.0,500,,73.5,1692027.19,1676766.3
9288,9291,"TARKANIAN, DANNY",NV,3.0,REP,2016,0.573761352,31.4,REP,0.607525443,0,0.31985,1.0,0.46,False,0.0,68396.0,95,,73.5,1926800.32,1919485.7
9295,9304,"HARDY, CRESENT",NV,4.0,REP,2016,,19.9,REP,0.48528456,1,0.34307,0.0,0.46,False,,55712.0,500,42.63,77.99333,1837510.28,1876222.13
9296,9305,"KIHUEN, RUBEN",NV,4.0,DEM,2016,,19.9,REP,0.457589405,0,0.34307,1.0,0.46,True,,55712.0,182,,77.99333,2208922.48,2199082.85
9307,9306,"THRONE-HOLST, ANNA",NY,1.0,DEM,2016,0.514491424,34.7,DEM,0.45568052200000003,0,0.13151,0.0,0.59,True,0.0,90435.0,87,,76.71429,3872459.3,3843710.26
9308,9308,"ZELDIN, LEE M",NY,1.0,REP,2016,0.514491424,34.7,DEM,0.544319478,1,0.13151,1.0,0.59,False,0.0,90435.0,131,,76.71429,4405394.79,4079226.31
9309,9311,"GREGORY, DUWAYNE",NY,2.0,DEM,2016,0.523341365,29.3,DEM,0.300232638,0,0.25992,1.0,0.59,True,1.0,93362.0,500,,76.6,376229.06,372791.89
9315,9321,"MARTINS, JACK",NY,3.0,REP,2016,0.523341365,51.5,DEM,0.452030115,0,0.25017,1.0,0.59,False,0.0,111504.0,146,,76.8,1167870.05,1137081.61
9319,9320,"SUOZZI, THOMAS",NY,3.0,DEM,2016,0.523341365,51.5,DEM,0.547969885,0,0.25017,1.0,0.59,True,0.0,111504.0,20,,76.8,2395910.68,2355508.98
9322,9324,"GURFEIN, DAVID MR.",NY,4.0,REP,2016,0.533696507,40.6,DEM,0.471557203,0,0.35267,1.0,0.59,False,4.0,100178.0,4,,76.2,439944.76,434771.7
9323,9323,"RICE, KATHLEEN",NY,4.0,DEM,2016,0.533696507,40.6,DEM,0.5284427970000001,1,0.35267,0.0,0.59,True,4.0,100178.0,69,100.00,76.2,2080991.31,1623817.62
9326,9330,"MEEKS, GREGORY W.",NY,5.0,DEM,2016,0.670650228,24.2,DEM,0.951370913,1,0.8228700000000001,1.0,0.59,True,0.0,66529.0,29,80.05,75.8,987167.5,1028993.97
9328,9328,"O'REILLY, MICHAEL",NY,5.0,REP,2016,0.670650228,24.2,DEM,0.0,0,0.8228700000000001,1.0,0.59,False,0.0,66529.0,1,,75.8,47458.0,44037.93
9331,9332,"MAIO, DANNIEL",NY,6.0,REP,2016,0.794911391,36.2,DEM,0.0,0,0.56238,1.0,0.59,False,0.0,61956.0,500,,75.2,0.0,0.0
9332,9333,"MAIO, DANNIEL",NY,6.0,REP,2016,0.794911391,36.2,DEM,0.0,0,0.56238,1.0,0.59,False,0.0,61956.0,500,,75.2,0.0,0.0
9333,9334,"MENG, GRACE",NY,6.0,DEM,2016,0.794911391,36.2,DEM,1.0,1,0.56238,0.0,0.59,True,0.0,61956.0,500,100.00,75.2,1254504.26,826309.59
9337,9338,"VELAZQUEZ, NYDIA M",NY,7.0,DEM,2016,0.841660706,31.5,DEM,0.8883743559999999,1,0.52709,0.0,0.59,True,3.0,55207.0,500,,76.6,771209.48,942002.8
9339,9340,"JEFFRIES, HAKEEM",NY,8.0,DEM,2016,0.835828913,30.1,DEM,0.920491374,1,0.7027399999999999,1.0,0.59,True,3.0,51634.0,500,100.00,76.09333,1287260.12,784019.45
9342,9344,"CLARKE, YVETTE D",NY,9.0,DEM,2016,0.8100385259999999,35.8,DEM,0.894713485,1,0.65281,0.0,0.59,True,4.0,54895.0,500,100.00,73.2,681230.85,714976.81
9345,9347,"NADLER, JERROLD L. MR.",NY,10.0,DEM,2016,0.8224770840000001,59.8,DEM,0.876116291,1,0.29766,1.0,0.59,True,4.0,85756.0,500,100.00,73,1605566.8,1243307.99
9347,9345,"ROSENTHAL, PHILIP JEFFREY DR.",NY,10.0,REP,2016,0.8224770840000001,59.8,DEM,0.0,0,0.29766,1.0,0.59,False,4.0,85756.0,90,,73,74397.61,68903.04
9350,9355,"DONOVAN, DAN",NY,11.0,REP,2016,0.8224770840000001,33.4,DEM,0.5512792910000001,1,0.29912,1.0,0.59,False,0.0,71072.0,12,,74.1,1968167.67,1781804.33
9354,9352,"REICHARD, RICHARD",NY,11.0,DEM,2016,0.8224770840000001,33.4,DEM,0.42356553700000005,0,0.29912,1.0,0.59,True,0.0,71072.0,16,,74.1,31149.08,30961.94
9355,9358,"ARDINI, ROBERT",NY,12.0,REP,2016,0.823003342,71.1,DEM,0.200566467,0,0.26611,1.0,0.59,False,0.0,100281.0,7,,74.98095,0.0,0.0
9358,9359,"MALONEY, CAROLYN B.",NY,12.0,DEM,2016,0.823003342,71.1,DEM,0.799433533,1,0.26611,0.0,0.59,True,0.0,100281.0,115,100.00,74.98095,1689237.16,1708670.16
9362,9375,"ESPAILLAT, ADRIANO",NY,13.0,DEM,2016,0.7653060540000001,30.0,DEM,0.8111940870000001,0,0.71372,1.0,0.59,True,0.0,41103.0,500,43.18,75.4,801285.23,709410.27
9375,9377,"CROWLEY, JOSEPH",NY,14.0,DEM,2016,0.823327535,25.4,DEM,0.8820221770000001,1,0.54605,1.0,0.59,True,0.0,53512.0,11,100.00,76.9,2995003.62,3107073.17
9376,9376,"SPOTORNO, FRANK",NY,14.0,REP,2016,0.823327535,25.4,DEM,0.11797782300000001,0,0.54605,1.0,0.59,False,0.0,53512.0,65,,76.9,150000.0,95880.05
9379,9381,"SERRANO, JOSE E.",NY,15.0,DEM,2016,0.8457216559999999,12.9,DEM,0.971426549,1,0.8459,1.0,0.59,True,4.0,29234.0,48,100.00,75.7,276468.99,276835.84
9384,9385,"LOWEY, NITA M",NY,17.0,DEM,2016,0.73479248,45.3,DEM,0.564304236,1,0.3148,0.0,0.59,True,4.0,94451.0,500,100.00,74.1,1705900.22,1255554.73
9390,9392,"MALONEY, SEAN PATRICK",NY,18.0,DEM,2016,0.589735455,35.0,DEM,0.497314847,1,0.23508,1.0,0.59,True,4.0,80493.0,39,100.00,76.1,3568007.65,1930204.68
9391,9394,"OLIVA JR, PHIL",NY,18.0,REP,2016,0.589735455,35.0,DEM,0.478689221,0,0.23508,1.0,0.59,False,4.0,80493.0,500,,76.1,224658.09,224130.92
9395,9397,"FASO, JOHN J. MR.",NY,19.0,REP,2016,0.559551351,27.7,DEM,0.644866316,0,0.1123,1.0,0.59,False,4.0,59619.0,6,,75.26,3007518.08,2904089.09
9399,9399,"TEACHOUT, ZEPHYR",NY,19.0,DEM,2016,0.559551351,27.7,DEM,0.355133684,0,0.1123,1.0,0.59,True,4.0,59619.0,500,,75.26,5012421.69,4978026.16
9403,9407,"DERRICK, WILLIAM MIKE",NY,21.0,DEM,2016,0.5687548060000001,22.7,DEM,0.33841755100000004,0,0.08036,1.0,0.59,True,4.0,52350.0,9,,77.8,1236807.12,1229397.2
9406,9406,"STEFANIK, ELISE M.",NY,21.0,REP,2016,0.5687548060000001,22.7,DEM,0.5261191679999999,1,0.08036,0.0,0.59,False,4.0,52350.0,500,60.82,77.8,3130387.51,2610756.01
9407,9414,"BABINEC, MARTIN",NY,22.0,IND,2016,0.547679629,24.1,DEM,0.0,0,0.10578,1.0,0.59,False,4.0,52967.0,115,,77.67895,,
9409,9415,"MYERS, KIM",NY,22.0,DEM,2016,0.547679629,24.1,DEM,0.0,0,0.10578,0.0,0.59,True,4.0,52967.0,141,,77.67895,1659857.69,1652887.52
9413,9411,"TENNEY, CLAUDIA",NY,22.0,REP,2016,0.547679629,24.1,DEM,1.0,0,0.10578,0.0,0.59,False,4.0,52967.0,195,46.48,77.67895,968767.05,885895.44
9415,9416,"PLUMB, JOHN",NY,23.0,DEM,2016,0.52296883,25.3,DEM,0.38305739200000005,0,0.09493,1.0,0.59,True,0.0,48730.0,6,,77.50952,1631137.13,1629317.54
9417,9421,"DEACON, COLLEEN",NY,24.0,DEM,2016,0.517877777,29.7,DEM,0.40398836899999996,0,0.15746,0.0,0.59,True,4.0,56388.0,129,,77.9,1483168.45,1478639.24
9418,9418,"KATKO, JOHN M",NY,24.0,REP,2016,0.517877777,29.7,DEM,0.596011631,1,0.15746,1.0,0.59,False,4.0,56388.0,6,100.00,77.9,2656069.74,2384151.8
9422,9424,"ASSINI, MARK W",NY,25.0,REP,2016,0.58508962,36.5,DEM,0.497740421,0,0.24406999999999998,1.0,0.59,False,3.0,53723.0,18,100.00,76.6,0.0,0.0
9425,9426,"SLAUGHTER, LOUISE M",NY,25.0,DEM,2016,0.58508962,36.5,DEM,0.502259579,1,0.24406999999999998,0.0,0.59,True,3.0,53723.0,500,100.00,76.6,1409332.59,1602216.21
9426,9428,"HIGGINS, BRIAN",NY,26.0,DEM,2016,0.559791258,30.0,DEM,0.681499407,1,0.2827,1.0,0.59,True,0.0,47358.0,8,100.00,76.7,791467.08,615881.47
9427,9427,"SCHRATZ, SHELLY",NY,26.0,CRV,2016,0.559791258,30.0,DEM,0.318500593,0,0.2827,0.0,0.59,False,0.0,47358.0,122,,76.7,,
9430,9429,"KASTENBAUM, DIANA KISIEL",NY,27.0,DEM,2016,0.566116611,29.1,DEM,0.289366656,0,0.06965,0.0,0.59,True,,62698.0,97,,77.5,0.0,0.0
9432,9436,"CHABOT, STEVE",OH,1.0,REP,2016,0.47933570700000006,33.1,REP,0.632166904,1,0.29633000000000004,1.0,0.43,False,4.0,55712.0,159,100.00,77.6,1012388.98,689473.37
9443,9444,"WENSTRUP, BRAD DR.",OH,2.0,REP,2016,0.45168579200000003,30.5,REP,0.659625779,1,0.12855,1.0,0.43,False,0.0,55472.0,123,100.00,77.1,1134919.44,834051.59
9444,9445,"ADAMS, JOHN",OH,3.0,REP,2016,0.440644656,27.4,REP,0.35930923299999995,0,0.43582,1.0,0.43,False,4.0,45860.0,6,58.82,76.5,0.0,0.0
9445,9446,"BEATTY, JOYCE",OH,3.0,DEM,2016,0.440644656,27.4,REP,0.640572103,1,0.43582,0.0,0.43,True,4.0,45860.0,500,100.00,76.5,1166060.86,663195.66
9448,9449,"JOHNSON, DANIEL",OH,4.0,DEM,2016,0.365211091,17.0,REP,0.323342577,0,0.10221000000000001,1.0,0.43,True,3.0,52632.0,12,100.00,76.4,85523.13,78593.29
9449,9447,"JORDAN, JAMES D.",OH,4.0,REP,2016,0.365211091,17.0,REP,0.676657423,1,0.10221000000000001,1.0,0.43,False,3.0,52632.0,5,100.00,76.4,732366.16,421916.51
9451,9451,"NEU, JAMES, JR.",OH,5.0,DEM,2016,0.507377995,25.2,REP,0.289209095,0,0.07951,1.0,0.43,True,0.0,57171.0,500,,76.9,0.0,0.0
9453,9455,"JOHNSON, BILL",OH,6.0,REP,2016,0.521526755,15.6,REP,0.582348992,1,0.04875,1.0,0.43,False,0.0,46839.0,9,100.00,76.72667,1667712.92,1318593.66
9454,9453,"LORENTZ, MICHAEL L",OH,6.0,DEM,2016,0.521526755,15.6,REP,0.38583912,0,0.04875,1.0,0.43,True,0.0,46839.0,1,,76.72667,11888.64,4890.34
9455,9458,"GIBBS, ROBERT",OH,7.0,REP,2016,0.548531385,19.5,REP,1.0,1,0.07173,1.0,0.43,False,3.0,53374.0,7,100.00,79.2,899216.71,825784.84
9457,9457,"RICH, ROY",OH,7.0,DEM,2016,0.548531385,19.5,REP,0.0,0,0.07173,1.0,0.43,True,3.0,53374.0,125,,79.2,7728.65,9072.85
9458,9456,"ROBERTSON, TERRY",OH,7.0,REP,2016,0.548531385,19.5,REP,1.0,0,0.07173,1.0,0.43,False,3.0,53374.0,69,,79.2,899216.71,825784.84
9463,9484,"DAVIDSON, WARREN",OH,8.0,REP,2016,0.42102017700000005,23.4,REP,0.671900388,1,0.11323,1.0,0.43,False,4.0,58213.0,500,,78.8,974239.78,863367.64
9486,9492,"KAPTUR, MARCY C HON.",OH,9.0,DEM,2016,0.609946091,21.6,REP,0.6774103229999999,1,0.2696,0.0,0.43,True,4.0,41417.0,500,100.00,77.89474,898034.22,700071.55
9493,9493,"KLEPINGER, ROBERT P",OH,10.0,DEM,2016,0.695298202,28.3,REP,0.31528967199999997,0,0.23226,1.0,0.43,True,0.0,49988.0,7,55.75,76.88095,8434.5,8434.05
9495,9496,"TURNER, MICHAEL R",OH,10.0,REP,2016,0.695298202,28.3,REP,0.651785091,1,0.23226,1.0,0.43,False,0.0,49988.0,1,79.85,76.88095,1050523.64,1170907.8
9496,9498,"FUDGE, MARCIA L",OH,11.0,DEM,2016,0.695298202,26.5,REP,0.7945076090000001,1,0.6069399999999999,0.0,0.43,True,4.0,35735.0,500,100.00,75.8,712648.44,611970.7
9497,9497,"GOLDSTEIN, BEVERLY A.",OH,11.0,REP,2016,0.695298202,26.5,REP,0.20549239100000002,0,0.6069399999999999,0.0,0.43,False,4.0,35735.0,500,,75.8,22043.99,21620.08
9498,9501,"ALBERTSON, ED",OH,12.0,DEM,2016,0.5524910439999999,39.6,REP,0.277545334,0,0.12852,1.0,0.43,True,0.0,67415.0,40,,76.4,28449.63,21876.78
9501,9502,"TIBERI, PATRICK J.",OH,12.0,REP,2016,0.5524910439999999,39.6,REP,0.6810761670000001,1,0.12852,1.0,0.43,False,0.0,67415.0,37,100.00,76.4,4555938.63,1890367.7
9504,9505,"MORCKEL, RICHARD A.",OH,13.0,REP,2016,0.630587047,21.7,REP,0.314630103,0,0.17282,1.0,0.43,False,0.0,42430.0,16,,76.8,0.0,0.0
9505,9506,"RYAN, TIMOTHY J.",OH,13.0,DEM,2016,0.630587047,21.7,REP,0.684880005,1,0.17282,1.0,0.43,True,0.0,42430.0,21,85.05,76.8,1024124.86,1243065.84
9507,9507,"JOYCE, DAVID P",OH,14.0,REP,2016,0.618683286,33.7,REP,0.632565943,1,0.09217,1.0,0.43,False,4.0,63362.0,4,54.99,75.3,2088215.84,1997677.12
9510,9511,"WAGER, MICHAEL",OH,14.0,DEM,2016,0.618683286,33.7,REP,0.330207848,0,0.09217,1.0,0.43,True,4.0,63362.0,1,100.00,75.3,246239.45,242939.54
9512,9514,"STIVERS, STEVE MR.",OH,15.0,REP,2016,0.592866472,30.2,REP,0.660237076,1,0.09621,1.0,0.43,False,0.0,61514.0,159,90.14,74.4,2965260.41,2583802.75
9515,9515,"RENACCI, JAMES B.",OH,16.0,REP,2016,0.454965434,32.4,REP,0.637376733,1,0.06674,1.0,0.43,False,,64197.0,5,100.00,75.5,2088873.42,1749738.36
9518,9519,"BRIDENSTINE, JAMES FREDERICK",OK,1.0,REP,2016,0.32988157,29.3,REP,1.0,1,0.29177,1.0,0.34,False,3.0,52319.0,5,100.00,74.57895,922385.47,1132505.56
9522,9524,"HARRIS-TILL, JOSHUA B",OK,2.0,DEM,2016,0.320715731,16.7,REP,0.245973978,0,0.33581,1.0,0.34,True,0.0,40770.0,24,37.43,70.75714,0.0,0.0
9525,9525,"MULLIN, MARKWAYNE MR.",OK,2.0,REP,2016,0.320715731,16.7,REP,0.700253145,1,0.33581,1.0,0.34,False,0.0,40770.0,500,79.73,70.75714,1506085.82,1537906.26
9528,9530,"LUCAS, FRANK D.",OK,3.0,REP,2016,0.25899185199999997,22.1,REP,0.786150172,1,0.2092,1.0,0.34,False,0.0,47724.0,65,82.82,67.4,1182119.41,1068849.91
9529,9528,"ROBBINS, FRANKIE",OK,3.0,DEM,2016,0.25899185199999997,22.1,REP,0.21384982800000002,0,0.2092,1.0,0.34,True,0.0,47724.0,65,100.00,67.4,,
9530,9536,"COLE, TOM",OK,4.0,REP,2016,0.30985429999999997,24.2,REP,0.708019583,1,0.23858000000000001,1.0,0.34,False,0.0,55183.0,20,84.45,67.8,1804367.75,1525340.92
9539,9540,"MCAFFREY, ALVIS",OK,5.0,DEM,2016,0.316769784,29.8,REP,0.363155348,0,0.30437,1.0,0.34,True,,49616.0,500,30.89,67.8,133.61,686.99
9540,9541,"RUSSELL, STEVEN DANE",OK,5.0,REP,2016,0.316769784,29.8,REP,0.600956433,1,0.30437,1.0,0.34,False,,49616.0,19,26.57,67.8,865262.45,847193.0
9542,9548,"BONAMICI, SUZANNE MS.",OR,1.0,DEM,2016,0.6827506959999999,39.1,DEM,0.0,1,0.20457,0.0,0.53,True,4.0,72097.0,107,98.83,70.3,919182.66,885527.91
9544,9546,"HEINRICH, BRIAN J",OR,1.0,REP,2016,0.6827506959999999,39.1,DEM,0.0,0,0.20457,1.0,0.53,False,4.0,72097.0,8,,70.3,0.0,0.0
9550,9549,"WALDEN, GREGORY P MR.",OR,2.0,REP,2016,0.41275474100000004,23.7,DEM,0.70599686,1,0.10069,1.0,0.53,False,0.0,49837.0,29,75.53,69.3,3275202.23,3288308.2
9551,9554,"BLUMENAUER, EARL",OR,3.0,DEM,2016,0.6901344970000001,38.6,DEM,0.725989824,1,0.2077,1.0,0.53,True,0.0,63231.0,500,98.63,69.28,1495563.17,1120680.89
9553,9553,"WALKER, DAVID",OR,3.0,IND,2016,0.6901344970000001,38.6,DEM,0.0,0,0.2077,1.0,0.53,False,0.0,63231.0,4,,69.28,,
9555,9560,"DEFAZIO, PETER A",OR,4.0,DEM,2016,0.522677738,25.8,DEM,0.0,1,0.10894000000000001,1.0,0.53,True,0.0,46749.0,55,98.28,77.5,1484773.96,868292.28
9559,9559,"ROBINSON, ART DR.",OR,4.0,REP,2016,0.522677738,25.8,DEM,0.0,0,0.10894000000000001,1.0,0.53,False,0.0,46749.0,500,97.31,77.5,55852.04,46544.96
9564,9565,"SCHRADER, KURT",OR,5.0,DEM,2016,0.6411010979999999,29.3,DEM,0.538401176,1,0.15331,1.0,0.53,True,,60395.0,180,83.10,77.8,1711097.45,1370553.71
9566,9566,"WILLIS, COLM",OR,5.0,REP,2016,0.6411010979999999,29.3,DEM,0.393542496,0,0.15331,1.0,0.53,False,,60395.0,500,,77.8,279932.23,277853.44
9567,9570,"BRADY, ROBERT A",PA,1.0,DEM,2016,0.785502629,25.7,DEM,0.8283714440000001,0,0.53537,1.0,0.48,True,4.0,45025.0,7,99.87,74.08571,755407.09,722505.14
9569,9569,"WILLIAMS, DEBORAH",PA,1.0,REP,2016,0.785502629,25.7,DEM,0.17162855600000002,0,0.53537,0.0,0.48,False,4.0,45025.0,61,,74.08571,0.0,0.0
9570,9575,"EVANS, DWIGHT",PA,2.0,DEM,2016,0.749846129,34.3,DEM,0.877034735,0,0.68362,1.0,0.48,True,0.0,41320.0,500,,72.2,1521148.4,1485392.77
9576,9576,"KELLY, MIKE",PA,3.0,REP,2016,0.444191457,24.7,DEM,0.60631024,1,0.08174,1.0,0.48,False,0.0,51289.0,1,99.17,73.1,1611551.83,1007840.94
9578,9579,"BURKHOLDER, JOSHUA",PA,4.0,DEM,2016,0.50378478,25.6,DEM,0.254636668,0,0.15341,1.0,0.48,True,0.0,61333.0,24,,73.2,,
9579,9580,"PERRY, SCOTT",PA,4.0,REP,2016,0.50378478,25.6,DEM,0.745363332,1,0.15341,1.0,0.48,False,0.0,61333.0,17,99.46,73.2,676746.44,612511.87
9582,9583,"THOMPSON, GLENN MR",PA,5.0,REP,2016,0.37851064700000003,23.4,DEM,0.635961008,1,0.06582,1.0,0.48,False,0.0,48410.0,157,97.59,73.2,1201255.43,1227714.13
9583,9585,"COSTELLO, RYAN A",PA,6.0,REP,2016,0.535161927,42.5,DEM,0.5629093270000001,1,0.13718,1.0,0.48,False,0.0,82139.0,25,99.94,74.6,2463529.01,2339160.25
9586,9586,"PARRISH, MICHAEL D",PA,6.0,DEM,2016,0.535161927,42.5,DEM,0.437090673,0,0.13718,1.0,0.48,True,0.0,82139.0,1,,74.6,391241.82,373421.69
9587,9591,"BALCHUNIS, MARY ELLEN",PA,7.0,DEM,2016,0.56360269,42.2,DEM,0.379610845,0,0.1384,0.0,0.48,True,4.0,85881.0,15,99.90,74.9,201162.23,198953.87
9590,9590,"MEEHAN, PATRICK L. MR.",PA,7.0,REP,2016,0.56360269,42.2,DEM,0.620389155,1,0.1384,1.0,0.48,False,4.0,85881.0,37,99.88,74.9,2419635.87,2155482.68
9592,9598,"FITZPATRICK, BRIAN",PA,8.0,REP,2016,0.6785813479999999,38.3,DEM,0.619021295,0,0.12336,1.0,0.48,False,0.0,80199.0,8,100.00,74.48,2154946.1,2009176.63
9596,9599,"SANTARSIERO, STEVEN J",PA,8.0,DEM,2016,0.6785813479999999,38.3,DEM,0.380978705,0,0.12336,1.0,0.48,True,0.0,80199.0,19,,74.48,2792763.35,2778029.33
9599,9600,"HALVORSON, ARTHUR L",PA,9.0,REP,2016,0.36246059399999997,18.0,DEM,0.6352175489999999,0,0.05802,1.0,0.48,False,4.0,47697.0,127,34.44,78.2,308097.69,244322.64
9600,9601,"SHUSTER, WILLIAM MR.",PA,9.0,REP,2016,0.36246059399999997,18.0,DEM,0.6352175489999999,1,0.05802,1.0,0.48,False,4.0,47697.0,9,52.59,78.2,308097.69,244322.64
9603,9602,"MOLESEVICH, MIKE",PA,10.0,DEM,2016,0.476799401,20.9,DEM,0.248095074,0,0.07544,1.0,0.48,True,0.0,52199.0,1,,78.1,71898.11,71898.11
9604,9606,"BARLETTA, LOU",PA,11.0,REP,2016,0.5281803279999999,23.5,DEM,0.663071492,1,0.11089,1.0,0.48,False,4.0,53833.0,500,99.61,75.25789,1309267.49,993761.37
9605,9605,"MARSICANO, MICHAEL PAUL",PA,11.0,DEM,2016,0.5281803279999999,23.5,DEM,0.33692850799999996,0,0.11089,1.0,0.48,True,4.0,53833.0,1,,75.25789,132488.98,123748.07
9607,9608,"MCCLELLAND, ERIN",PA,12.0,DEM,2016,0.494574071,32.1,DEM,0.40722301200000005,0,0.07541,0.0,0.48,True,0.0,60387.0,39,67.67,72.58095,236418.16,244872.37
9608,9609,"ROTHFUS, KEITH MR.",PA,12.0,REP,2016,0.494574071,32.1,DEM,0.592776988,1,0.07541,1.0,0.48,False,0.0,60387.0,45,99.25,72.58095,1734459.97,1651927.35
9609,9611,"BOYLE, BRENDAN F",PA,13.0,DEM,2016,0.749846129,33.6,DEM,0.6711973929999999,1,0.3798,1.0,0.48,True,0.0,60105.0,500,40.60,70.4,1041154.77,994910.52
9612,9614,"DOYLE, MIKE",PA,14.0,DEM,2016,0.57313052,32.4,DEM,1.0,1,0.28087,1.0,0.48,True,0.0,44939.0,1,84.06,70.3,814619.45,808623.35
9613,9612,"MCALLISTER, LENNY MR",PA,14.0,REP,2016,0.57313052,32.4,DEM,0.0,0,0.28087,1.0,0.48,False,0.0,44939.0,500,,70.3,,
9614,9618,"DAUGHERTY, RICHARD D",PA,15.0,DEM,2016,0.544456584,28.2,DEM,0.0,0,0.15732000000000002,1.0,0.48,True,0.0,62755.0,16,,70.1,22367.27,21559.94
9624,9626,"SMUCKER, LLOYD K",PA,16.0,REP,2016,0.46445845399999997,25.4,DEM,0.5771952220000001,0,0.1684,1.0,0.48,False,0.0,57144.0,500,,70.8,1487254.0,1453232.45
9626,9629,"CARTWRIGHT, MATT",PA,17.0,DEM,2016,0.47140477,21.2,DEM,0.567582141,1,0.12370999999999999,1.0,0.48,True,0.0,51635.0,500,98.59,70.7,967024.42,859029.41
9627,9627,"CONNOLLY, MATT",PA,17.0,REP,2016,0.47140477,21.2,DEM,0.43241785899999996,0,0.12370999999999999,1.0,0.48,False,0.0,51635.0,500,33.58,70.7,30578.0,31056.78
