filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareLEFT,IncumbentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedLEFT,SpentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareRIGHT,IncumbentRIGHT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedRIGHT,SpentRIGHT,PollingLEFT,PollingRIGHT,Wave,won
1456,8954,8957,"BAILEY, STEVEN G",MO,1,REP,2016,0.626059948,30.5,DEM,0.21574492,0,0.56658,1,0.42,FALSE,0,45172,19,,77.5,0,0,0,8957,8959,"CLAY, WILLIAM LACY JR",MO,1,DEM,2016,0.626059948,30.5,DEM,0.729782133,1,0.56658,1,0.42,TRUE,0,45172,9,100,77.5,656036.84,733975.53,0.21574492,0.729782133,-1.1,1
1457,8963,8965,"OTTO, BILL MR.",MO,2,DEM,2016,0.518065418,48.2,DEM,0.326172458,0,0.10648,1,0.42,TRUE,0,79724,9,,77.6,461336.95,461336.95,0,8965,8966,"WAGNER, ANN L.",MO,2,REP,2016,0.518065418,48.2,DEM,0.64119472,1,0.10648,0,0.42,FALSE,0,79724,100,100,77.6,2313940.7,1514504.85,0.326172458,0.64119472,-1.1,1
1458,8968,8971,"LUETKEMEYER, W BLAINE",MO,3,REP,2016,0.600605639,24.5,DEM,0.683331594,1,0.07462,1,0.42,FALSE,4,61929,500,79.46,77,1885991.6,993106.7,1,8969,8968,"MILLER, KEVIN",MO,3,DEM,2016,0.600605639,24.5,DEM,0.271480013,0,0.07462,1,0.42,TRUE,4,61929,13,,77,0,0,0.683331594,0.271480013,-1.1,0
1459,8972,8976,"CHRISTENSEN, GORDON DR.",MO,4,DEM,2016,0.46070889,24.3,DEM,0.263571696,0,0.11087,1,0.42,TRUE,0,48065,500,,76.5,217012.08,216037.44,0,8973,8975,"HARTZLER, VICKY",MO,4,REP,2016,0.46070889,24.3,DEM,0.680791441,1,0.11087,0,0.42,FALSE,0,48065,500,74.72,76.5,928062.53,918745.78,0.263571696,0.680791441,-1.1,1
1460,8977,8983,"CLEAVER, EMANUEL II",MO,5,DEM,2016,0.563353879,26.6,DEM,0.515872034,1,0.31596,1,0.42,TRUE,0,48693,500,82.04,76.84667,1141294.66,769392.56,1,8981,8978,"TURK, JACOB",MO,5,REP,2016,0.563353879,26.6,DEM,0.449578547,0,0.31596,1,0.42,FALSE,0,48693,78,68.59,76.84667,123750,123100.38,0.515872034,0.449578547,-1.1,0
1461,8983,8991,"BLACKWELL, DAVID M.",MO,6,DEM,2016,0.506509211,27,DEM,0.295004546,0,0.09566,1,0.42,TRUE,0,58532,4,,73.1,0,0,0,8987,8994,"GRAVES, SAMUEL B JR 'SAM'",MO,6,REP,2016,0.506509211,27,DEM,0.666502647,1,0.09566,0,0.42,FALSE,0,58532,64,76.59,73.1,1521611.24,1460282.25,0.295004546,0.666502647,-1.1,1
1462,9001,9007,"LONG, BILLY MR.",MO,7,REP,2016,0.310074937,23.5,DEM,0.63464201,1,0.08278,1,0.42,FALSE,4,44619,84,62.36,73.3,1460939.33,1633191.19,1,9007,9008,"WILLIAMS, REBECCA GENEVIEVE MS",MO,7,DEM,2016,0.310074937,23.5,DEM,0.28838049,0,0.08278,0,0.42,TRUE,4,44619,13,46.24,73.3,20564.3,20964.32,0.63464201,0.28838049,-1.1,0
1463,9009,9011,"COWELL, DAVE ALLEN MR.",MO,8,DEM,2016,0.307384408,15.3,DEM,0.243185701,0,0.08327,1,0.42,TRUE,,40639,4,,74.55263,0,0,0,9012,9014,"SMITH, JASON T",MO,8,UNK,2016,0.307384408,15.3,DEM,0,0,0.08327,1,0.42,FALSE,,40639,3,100,74.55263,,,0.243185701,0,-1.1,1
1464,9050,9052,"JUNEAU, DENISE",MT,0,DEM,2016,0.430730262,29.9,DEM,0,0,0.11045,0,0.36,TRUE,0,50027,53,,77.5,2707290.12,2651885.77,0,9051,9049,"ZINKE, RYAN K",MT,0,REP,2016,0.430730262,29.9,DEM,0,1,0.11045,1,0.36,FALSE,0,50027,25,33.25,77.5,5557720.03,5935722.86,0,0,-1.1,1
1465,9143,9145,"FORTENBERRY, JEFFREY L. HONORABLE",NE,1,REP,2016,0.408983987,30.2,REP,0.688155168,1,0.1083,1,0.42,FALSE,4,58537,15,86.6,78.2,802161.38,374531.73,1,9144,9146,"WIK, DANIEL M",NE,1,DEM,2016,0.408983987,30.2,REP,0.311844832,0,0.1083,1,0.42,TRUE,4,58537,12,,78.2,0,0,0.688155168,0.311844832,-1.1,0
1466,9147,9150,"ASHFORD, BRAD",NE,2,DEM,2016,0.454757215,38.4,REP,0.490336159,1,0.1812,1,0.42,TRUE,4,62621,123,81.49,77.3,2502644.98,2515415.72,0,9148,9147,"BACON, DONALD",NE,2,REP,2016,0.454757215,38.4,REP,0.456924876,0,0.1812,1,0.42,FALSE,4,62621,42,,77.3,1604219.1,1576183.03,0.485,0.515,-1.1,1
1467,9267,9269,"PERRY, MARY D",NV,1,REP,2016,0.573761352,14.8,REP,0.378746933,0,0.46971,0,0.46,FALSE,4,38000,15,,75.2,29704.87,29199.3,0,9269,9268,"TITUS, DINA",NV,1,DEM,2016,0.573761352,14.8,REP,0.568413056,1,0.46971,0,0.46,TRUE,4,38000,500,86.03,75.2,0,0,0.378746933,0.568413056,-1.1,1
1468,9271,9276,"AMODEI, MARK EUGENE",NV,2,REP,2016,0.533483384,25.3,REP,0.657333119,1,0.19086,1,0.46,FALSE,0,58214,18,100,73.1,851507.65,901689.54,1,9272,9271,"EVANS, HUGH D MR JR",NV,2,DEM,2016,0.533483384,25.3,REP,0.27934053,0,0.19086,1,0.46,TRUE,0,58214,500,,73.1,211786.29,210665.21,0.657333119,0.27934053,-1.1,0
1469,9284,9278,"ROSEN, JACKY",NV,3,DEM,2016,0.573761352,31.4,REP,0.361270665,0,0.31985,0,0.46,TRUE,0,68396,500,,73.5,1692027.19,1676766.3,1,9288,9291,"TARKANIAN, DANNY",NV,3,REP,2016,0.573761352,31.4,REP,0.607525443,0,0.31985,1,0.46,FALSE,0,68396,95,,73.5,1926800.32,1919485.7,0.361270665,0.607525443,-1.1,0
1470,9295,9304,"HARDY, CRESENT",NV,4,REP,2016,,19.9,REP,0.48528456,1,0.34307,0,0.46,FALSE,,55712,500,42.63,77.99333,1837510.28,1876222.13,0,9296,9305,"KIHUEN, RUBEN",NV,4,DEM,2016,,19.9,REP,0.457589405,0,0.34307,1,0.46,TRUE,,55712,182,,77.99333,2208922.48,2199082.85,0.48528456,0.457589405,-1.1,1
1471,9159,9166,"GUINTA, FRANK",NH,1,REP,2016,0.511557981,36.1,DEM,0.518035142,0,0.0659,1,0.46,FALSE,4,71277,65,48.98,73.6,1514412.09,1519365.73,0,9165,9167,"SHEA-PORTER, CAROL",NH,1,DEM,2016,0.511557981,36.1,DEM,0.481964858,0,0.0659,0,0.46,TRUE,4,71277,130,0.07,73.6,1512316.35,1529132.13,0.475,0.525,-1.1,1
1472,9171,9178,"KUSTER, ANN MCLANE",NH,2,DEM,2016,0.524788745,34.8,DEM,0.550151323,0,0.06542,0,0.46,TRUE,,70524,100,98.61,72.2,3159505.35,2121296.61,1,9173,9169,"LAWRENCE, JIM",NH,2,REP,2016,0.524788745,34.8,DEM,0.449848677,0,0.06542,1,0.46,FALSE,,70524,5,0.15,72.2,95442.61,104872.73,0.581666667,0.418333333,-1.1,0
1473,9181,9185,"NORCROSS, DONALD W",NJ,1,DEM,2016,0.618691058,29.9,REP,0.574274426,1,0.32151,1,0.55,TRUE,4,68208,42,72.06,72.4,2045596.24,1972053.61,1,9182,9183,"PATTERSON, ROBERT W.",NJ,1,REP,2016,0.618691058,29.9,REP,0.394314797,0,0.32151,1,0.55,FALSE,4,68208,7,,72.4,207286.93,203801.11,0.574274426,0.394314797,-1.1,0
1474,9186,9193,"COLE, DAVID HAGERTY",NJ,2,DEM,2016,0.599738147,24.8,REP,0.372716599,0,0.24616,1,0.55,TRUE,4,60756,4,18.23,73.2,127678.19,127385.76,0,9190,9192,"LOBIONDO, FRANK A.",NJ,2,REP,2016,0.599738147,24.8,REP,0.614599092,1,0.24616,1,0.55,FALSE,4,60756,65,82.48,73.2,1584413.42,1627038.45,0.3725,0.6275,-1.1,1
1475,9194,9195,"LAVERGNE, FREDERICK JOHN",NJ,3,DEM,2016,0.55481966,32.8,REP,0.443501717,0,0.20325,1,0.55,TRUE,0,74537,135,,74.1,600,0,0,9195,9196,"MACARTHUR, THOMAS",NJ,3,REP,2016,0.55481966,32.8,REP,0.539867708,1,0.20325,1,0.55,FALSE,0,74537,20,59.91,74.1,1913433.66,1910488.81,0.443501717,0.539867708,-1.1,1
1476,9199,9200,"PHILLIPSON, LORNA",NJ,4,DEM,2016,0.518589441,38.5,REP,0.311211388,0,0.1531,0,0.55,TRUE,4,78511,500,,73.5,250533.65,192636.84,0,9201,9202,"SMITH, CHRISTOPHER H",NJ,4,REP,2016,0.518589441,38.5,REP,0.679592105,1,0.1531,1,0.55,FALSE,4,78511,2,100,73.5,725292.64,661899.49,0.311211388,0.679592105,-1.1,1
1477,9204,9207,"GARRETT, SCOTT REP.",NJ,5,REP,2016,0.550754275,46.2,REP,0.554083453,1,0.20487,1,0.55,FALSE,0,100219,17,100,71.3,2411570.11,4303125.26,0,9205,9204,"GOTTHEIMER, JOSH",NJ,5,DEM,2016,0.550754275,46.2,REP,0.433027562,0,0.20487,1,0.55,TRUE,0,100219,500,,71.3,4782462.13,4703377.07,0.554083453,0.433027562,-1.1,1
1478,9209,9212,"PALLONE, FRANK JR",NJ,6,DEM,2016,0.577627637,38.4,REP,0.599300995,1,0.36267,1,0.55,TRUE,0,79229,65,100,70.8,2409149.16,1873787.92,1,9211,9208,"SONNEK-SCHMELZ, BRENT J",NJ,6,REP,2016,0.577627637,38.4,REP,0.389275841,0,0.36267,1,0.55,FALSE,0,79229,82,,70.8,75774.45,75659.83,0.599300995,0.389275841,-1.1,0
1479,9215,9219,"JACOB, PETER MR.",NJ,7,DEM,2016,0.603215075,51.4,REP,0.387688427,0,0.21178,1,0.55,TRUE,4,106896,55,,73.13158,320765.46,305885.55,0,9216,9215,"LANCE, LEONARD",NJ,7,REP,2016,0.603215075,51.4,REP,0.592549873,1,0.21178,1,0.55,FALSE,4,106896,166,54.44,73.13158,1118097.4,1276330.07,0.387688427,0.592549873,-1.1,1
1480,9221,9223,"KHAN, AGHA",NJ,8,REP,2016,0.727234334,30.8,REP,0.190409719,0,0.42608,1,0.55,FALSE,0,57391,500,,75.19524,0,0,0,9223,9224,"SIRES, ALBIO",NJ,8,DEM,2016,0.727234334,30.8,REP,0.773535552,1,0.42608,1,0.55,TRUE,0,57391,500,100,75.19524,633397.21,580646.82,0.190409719,0.773535552,-1.1,1
1481,9225,9229,"CASTILLO, HECTOR DR.",NJ,9,REP,2016,0.632039237,32.7,REP,0.300899061,0,0.37801,1,0.55,FALSE,0,64964,194,,77.1,99778.6,99778.6,0,9226,9228,"PASCRELL, WILLIAM J. HON.",NJ,9,DEM,2016,0.632039237,32.7,REP,0.68486373,1,0.37801,1,0.55,TRUE,0,64964,9,100,77.1,1674632.74,1301340.53,0.300899061,0.68486373,-1.1,1
1482,9232,9234,"PAYNE, DONALD M., JR.",NJ,10,DEM,2016,0.746183215,27.6,REP,0.853830169,1,0.70983,1,0.55,TRUE,0,50100,42,91.25,76.5,533521.11,487110.99,1,9233,9233,"PINCKNEY, DAVID",NJ,10,REP,2016,0.746183215,27.6,REP,0.126236365,0,0.70983,1,0.55,FALSE,0,50100,4,,76.5,0,0,0.853830169,0.126236365,-1.1,0
1483,9236,9242,"FRELINGHUYSEN, RODNEY P.",NJ,11,REP,2016,0.601317708,52.1,REP,0.625700272,1,0.18036,1,0.55,FALSE,4,108260,74,66.72,76.5,1991919.98,1669365.6,1,9241,9239,"WENZEL, JOSEPH M.",NJ,11,DEM,2016,0.601317708,52.1,REP,0.374299728,0,0.18036,1,0.55,TRUE,4,108260,11,,76.5,0,0,0.625700272,0.374299728,-1.1,0
1484,9243,9250,"COLEMAN, BONNIE WATSON",NJ,12,DEM,2016,0.56157358,43.6,REP,0.609506221,1,0.40598,0,0.55,TRUE,,85744,171,43.04,77.5,1095675.58,1024307.19,1,9248,9249,"UCCIO, STEVEN J.",NJ,12,REP,2016,0.56157358,43.6,REP,0.365097125,0,0.40598,1,0.55,FALSE,,85744,19,,77.5,0,0,0.609506221,0.365097125,-1.1,0
1485,9250,9252,"LUJAN GRISHAM, MICHELLE",NM,1,DEM,2016,0.599838754,32,REP,0.585862513,0,0.28674,0,0.49,TRUE,0,49570,500,100,77.67333,1776950.72,1929898.27,1,9251,9251,"PRIEM, RICHARD G",NM,1,REP,2016,0.599838754,32,REP,0.414137487,0,0.28674,1,0.49,FALSE,0,49570,16,34.66,77.67333,0,0,0.585862513,0.414137487,-1.1,0
1486,9253,9254,"PEARCE, STEVAN E.",NM,2,REP,2016,0.537697483,20.6,REP,0.644274819,1,0.14709,1,0.49,FALSE,0,41797,500,100,76.8,1840392.75,955855.9,1,9254,9255,"SOULES, MERRIE LEE MS.",NM,2,DEM,2016,0.537697483,20.6,REP,0.355258261,0,0.14709,1,0.49,TRUE,0,41797,500,,76.8,439122.89,387292.25,0.644274819,0.355258261,-1.1,0
1487,9256,9258,"LUJAN, BEN R MR.",NM,3,DEM,2016,0.590541363,27.1,REP,0.615229579,0,0.34684,1,0.49,TRUE,,49210,44,87.56,77.3,2107713.05,1874691.43,1,9258,9259,"ROMERO, MICHAEL H",NM,3,REP,2016,0.590541363,27.1,REP,0.384487929,0,0.34684,1,0.49,FALSE,,49210,1,,77.3,96565.73,96566.39,0.615229579,0.384487929,-1.1,0
1488,9307,9306,"THRONE-HOLST, ANNA",NY,1,DEM,2016,0.514491424,34.7,DEM,0.455680522,0,0.13151,0,0.59,TRUE,0,90435,87,,76.71429,3872459.3,3843710.26,0,9308,9308,"ZELDIN, LEE M",NY,1,REP,2016,0.514491424,34.7,DEM,0.544319478,1,0.13151,1,0.59,FALSE,0,90435,131,,76.71429,4405394.79,4079226.31,0.395,0.605,-1.1,1
1489,9309,9311,"GREGORY, DUWAYNE",NY,2,DEM,2016,0.523341365,29.3,DEM,0.300232638,0,0.25992,1,0.59,TRUE,1,93362,500,,76.6,376229.06,372791.89,0,9310,9310,"KING, PETER T. HON.",NY,2,REP,2016,0.523341365,29.3,DEM,0.683389339,1,0.25992,1,0.59,FALSE,1,93362,55,100,76.6,1063927.54,1307660.08,0.300232638,0.683389339,-1.1,1
1490,9315,9321,"MARTINS, JACK",NY,3,REP,2016,0.523341365,51.5,DEM,0.452030115,0,0.25017,1,0.59,FALSE,0,111504,146,,76.8,1167870.05,1137081.61,0,9319,9320,"SUOZZI, THOMAS",NY,3,DEM,2016,0.523341365,51.5,DEM,0.547969885,0,0.25017,1,0.59,TRUE,0,111504,20,,76.8,2395910.68,2355508.98,0.465,0.535,-1.1,1
1491,9322,9324,"GURFEIN, DAVID MR.",NY,4,REP,2016,0.533696507,40.6,DEM,0.471557203,0,0.35267,1,0.59,FALSE,4,100178,4,,76.2,439944.76,434771.7,0,9323,9323,"RICE, KATHLEEN",NY,4,DEM,2016,0.533696507,40.6,DEM,0.528442797,1,0.35267,0,0.59,TRUE,4,100178,69,100,76.2,2080991.31,1623817.62,0.471557203,0.528442797,-1.1,1
1492,9326,9330,"MEEKS, GREGORY W.",NY,5,DEM,2016,0.670650228,24.2,DEM,0.951370913,1,0.82287,1,0.59,TRUE,0,66529,29,80.05,75.8,987167.5,1028993.97,1,9328,9328,"O'REILLY, MICHAEL",NY,5,REP,2016,0.670650228,24.2,DEM,0,0,0.82287,1,0.59,FALSE,0,66529,1,,75.8,47458,44037.93,0.951370913,0,-1.1,0
1493,9331,9332,"MAIO, DANNIEL",NY,6,REP,2016,0.794911391,36.2,DEM,0,0,0.56238,1,0.59,FALSE,0,61956,500,,75.2,0,0,0,9333,9334,"MENG, GRACE",NY,6,DEM,2016,0.794911391,36.2,DEM,1,1,0.56238,0,0.59,TRUE,0,61956,500,100,75.2,1254504.26,826309.59,0,1,-1.1,1
1494,9336,9337,"ROMAGUERA, ALLAN E.",NY,7,REP,2016,0.841660706,31.5,DEM,0.089680397,0,0.52709,1,0.59,FALSE,3,55207,500,100,76.6,0,0,0,9337,9338,"VELAZQUEZ, NYDIA M",NY,7,DEM,2016,0.841660706,31.5,DEM,0.888374356,1,0.52709,0,0.59,TRUE,3,55207,500,,76.6,771209.48,942002.8,0.089680397,0.888374356,-1.1,1
1495,9338,9339,"CAVANAGH, DANIEL J",NY,8,CRV,2016,0.835828913,30.1,DEM,0,0,0.70274,1,0.59,FALSE,3,51634,12,100,76.09333,,,0,9339,9340,"JEFFRIES, HAKEEM",NY,8,DEM,2016,0.835828913,30.1,DEM,0.920491374,1,0.70274,1,0.59,TRUE,3,51634,500,100,76.09333,1287260.12,784019.45,0,0.920491374,-1.1,1
1496,9341,9343,"BELLONE, ALAN S",NY,9,CRV,2016,0.810038526,35.8,DEM,0,0,0.65281,1,0.59,FALSE,4,54895,110,100,73.2,,,0,9342,9344,"CLARKE, YVETTE D",NY,9,DEM,2016,0.810038526,35.8,DEM,0.894713485,1,0.65281,0,0.59,TRUE,4,54895,500,100,73.2,681230.85,714976.81,0,0.894713485,-1.1,1
1497,9345,9347,"NADLER, JERROLD L. MR.",NY,10,DEM,2016,0.822477084,59.8,DEM,0.876116291,1,0.29766,1,0.59,TRUE,4,85756,500,100,73,1605566.8,1243307.99,1,9347,9345,"ROSENTHAL, PHILIP JEFFREY DR.",NY,10,REP,2016,0.822477084,59.8,DEM,0,0,0.29766,1,0.59,FALSE,4,85756,90,,73,74397.61,68903.04,0.876116291,0,-1.1,0
1498,9350,9355,"DONOVAN, DAN",NY,11,REP,2016,0.822477084,33.4,DEM,0.551279291,1,0.29912,1,0.59,FALSE,0,71072,12,,74.1,1968167.67,1781804.33,1,9354,9352,"REICHARD, RICHARD",NY,11,DEM,2016,0.822477084,33.4,DEM,0.423565537,0,0.29912,1,0.59,TRUE,0,71072,16,,74.1,31149.08,30961.94,0.551279291,0.423565537,-1.1,0
1499,9355,9358,"ARDINI, ROBERT",NY,12,REP,2016,0.823003342,71.1,DEM,0.200566467,0,0.26611,1,0.59,FALSE,0,100281,7,,74.98095,0,0,0,9358,9359,"MALONEY, CAROLYN B.",NY,12,DEM,2016,0.823003342,71.1,DEM,0.799433533,1,0.26611,0,0.59,TRUE,0,100281,115,100,74.98095,1689237.16,1708670.16,0.200566467,0.799433533,-1.1,1
1500,9362,9375,"ESPAILLAT, ADRIANO",NY,13,DEM,2016,0.765306054,30,DEM,0.811194087,0,0.71372,1,0.59,TRUE,0,41103,500,43.18,75.4,801285.23,709410.27,1,9363,9365,"EVANS, ROBERT",NY,13,REP,2016,0.765306054,30,DEM,0,0,0.71372,1,0.59,FALSE,0,41103,7,,75.4,0,0,0.811194087,0,-1.1,0
1501,9375,9377,"CROWLEY, JOSEPH",NY,14,DEM,2016,0.823327535,25.4,DEM,0.882022177,1,0.54605,1,0.59,TRUE,0,53512,11,100,76.9,2995003.62,3107073.17,1,9376,9376,"SPOTORNO, FRANK",NY,14,REP,2016,0.823327535,25.4,DEM,0.117977823,0,0.54605,1,0.59,FALSE,0,53512,65,,76.9,150000,95880.05,0.882022177,0.117977823,-1.1,0
1502,9379,9381,"SERRANO, JOSE E.",NY,15,DEM,2016,0.845721656,12.9,DEM,0.971426549,1,0.8459,1,0.59,TRUE,4,29234,48,100,75.7,276468.99,276835.84,1,9380,9380,"VEGA, ALEJANDRO",NY,15,REP,2016,0.845721656,12.9,DEM,0,0,0.8459,1,0.59,FALSE,4,29234,500,,75.7,0,0,0.971426549,0,-1.1,0
1503,9381,9384,"ENGEL, ELIOT L. REP.",NY,16,DEM,2016,0.916410853,39.1,DEM,1,1,0.53468,1,0.59,TRUE,0,69086,500,100,74,1649419.82,1221951.42,1,9382,9383,"LAWRENCE, DERICKSON K",NY,16,DEM,2016,0.916410853,39.1,DEM,1,0,0.53468,1,0.59,TRUE,0,69086,500,,74,1649419.82,1221951.42,1,1,-1.1,0
1504,9390,9392,"MALONEY, SEAN PATRICK",NY,18,DEM,2016,0.589735455,35,DEM,0.497314847,1,0.23508,1,0.59,TRUE,4,80493,39,100,76.1,3568007.65,1930204.68,1,9391,9394,"OLIVA JR, PHIL",NY,18,REP,2016,0.589735455,35,DEM,0.478689221,0,0.23508,1,0.59,FALSE,4,80493,500,,76.1,224658.09,224130.92,0.497314847,0.478689221,-1.1,0
1505,9395,9397,"FASO, JOHN J. MR.",NY,19,REP,2016,0.559551351,27.7,DEM,0.644866316,0,0.1123,1,0.59,FALSE,4,59619,6,,75.26,3007518.08,2904089.09,1,9399,9399,"TEACHOUT, ZEPHYR",NY,19,DEM,2016,0.559551351,27.7,DEM,0.355133684,0,0.1123,1,0.59,TRUE,4,59619,500,,75.26,5012421.69,4978026.16,0.644866316,0.355133684,-1.1,0
1506,9401,9403,"TONKO, PAUL DAVID",NY,20,DEM,2016,0.524410143,36.7,DEM,0.612643537,1,0.20673,1,0.59,TRUE,0,64226,27,100,78,1154453.76,1018980.71,1,9402,9402,"VITOLLO, FRANCIS JOSEPH",NY,20,REP,2016,0.524410143,36.7,DEM,0.387356463,0,0.20673,1,0.59,FALSE,0,64226,500,,78,0,0,0.612643537,0.387356463,-1.1,0
1507,9403,9407,"DERRICK, WILLIAM MIKE",NY,21,DEM,2016,0.568754806,22.7,DEM,0.338417551,0,0.08036,1,0.59,TRUE,4,52350,9,,77.8,1236807.12,1229397.2,0,9406,9406,"STEFANIK, ELISE M.",NY,21,REP,2016,0.568754806,22.7,DEM,0.526119168,1,0.08036,0,0.59,FALSE,4,52350,500,60.82,77.8,3130387.51,2610756.01,0.338417551,0.526119168,-1.1,1
1508,9409,9415,"MYERS, KIM",NY,22,DEM,2016,0.547679629,24.1,DEM,0,0,0.10578,0,0.59,TRUE,4,52967,141,,77.67895,1659857.69,1652887.52,0,9413,9411,"TENNEY, CLAUDIA",NY,22,REP,2016,0.547679629,24.1,DEM,1,0,0.10578,0,0.59,FALSE,4,52967,195,46.48,77.67895,968767.05,885895.44,0.48,0.52,-1.1,1
1509,9415,9416,"PLUMB, JOHN",NY,23,DEM,2016,0.52296883,25.3,DEM,0.383057392,0,0.09493,1,0.59,TRUE,0,48730,6,,77.50952,1631137.13,1629317.54,0,9416,9417,"REED, THOMAS W II",NY,23,REP,2016,0.52296883,25.3,DEM,0.616942608,1,0.09493,1,0.59,FALSE,0,48730,20,100,77.50952,3101846.22,3054274.61,0.383057392,0.616942608,-1.1,1
1510,9417,9421,"DEACON, COLLEEN",NY,24,DEM,2016,0.517877777,29.7,DEM,0.403988369,0,0.15746,0,0.59,TRUE,4,56388,129,,77.9,1483168.45,1478639.24,0,9418,9418,"KATKO, JOHN M",NY,24,REP,2016,0.517877777,29.7,DEM,0.596011631,1,0.15746,1,0.59,FALSE,4,56388,6,100,77.9,2656069.74,2384151.8,0.385,0.615,-1.1,1
1511,9422,9424,"ASSINI, MARK W",NY,25,REP,2016,0.58508962,36.5,DEM,0.497740421,0,0.24407,1,0.59,FALSE,3,53723,18,100,76.6,0,0,0,9425,9426,"SLAUGHTER, LOUISE M",NY,25,DEM,2016,0.58508962,36.5,DEM,0.502259579,1,0.24407,0,0.59,TRUE,3,53723,500,100,76.6,1409332.59,1602216.21,0.497740421,0.502259579,-1.1,1
1512,9426,9428,"HIGGINS, BRIAN",NY,26,DEM,2016,0.559791258,30,DEM,0.681499407,1,0.2827,1,0.59,TRUE,0,47358,8,100,76.7,791467.08,615881.47,1,9427,9427,"SCHRATZ, SHELLY",NY,26,CRV,2016,0.559791258,30,DEM,0.318500593,0,0.2827,0,0.59,FALSE,0,47358,122,,76.7,,,0.681499407,0.318500593,-1.1,0
1513,9429,9431,"COLLINS, CHRISTOPHER C",NY,27,REP,2016,0.566116611,29.1,DEM,0.710633344,1,0.06965,1,0.59,FALSE,,62698,2,100,77.5,670842.34,582459.37,1,9430,9429,"KASTENBAUM, DIANA KISIEL",NY,27,DEM,2016,0.566116611,29.1,DEM,0.289366656,0,0.06965,0,0.59,TRUE,,62698,97,,77.5,0,0,0.710633344,0.289366656,-1.1,0
1514,9052,9055,"BUTTERFIELD, G K",NC,1,DEM,2016,0.53236464,25.9,REP,0.733790408,1,0.53106,0,0.47,TRUE,4,40895,500,81.14,78.8,1103962.89,847157.18,1,9054,9056,"DEW, HAROLD POWELL JR",NC,1,REP,2016,0.53236464,25.9,REP,0.266209592,0,0.53106,1,0.47,FALSE,4,40895,152,,78.8,21148,21148,0.733790408,0.266209592,-1.1,0
1515,9061,9061,"HIGHT, STEVEN E.",NC,2,DEM,2016,0.52703736,33.9,REP,0.411734672,0,0.28667,1,0.47,TRUE,4,65792,19,,77.6,84615.84,83508.88,1,9063,9064,"MCNEIL, JOHN P",NC,2,DEM,2016,0.52703736,33.9,REP,0.411734672,0,0.28667,1,0.47,TRUE,4,65792,6,,77.6,84615.84,83508.88,0.411734672,0.411734672,-1.1,0
1516,9068,9070,"JONES, WALTER B.",NC,3,REP,2016,0.446352859,21.6,REP,0.678098416,1,0.27326,1,0.47,FALSE,4,47565,105,50.89,75.6,673185.69,693516.77,1,9070,9067,"REEVES, ERNEST T",NC,3,DEM,2016,0.446352859,21.6,REP,0.321901584,0,0.27326,1,0.47,TRUE,4,47565,158,,75.6,0,0,0.678098416,0.321901584,-1.1,0
1517,9071,9073,"GOOGE, SUE",NC,4,REP,2016,0.605920869,52.3,REP,0.252531206,0,0.38074,0,0.47,FALSE,4,70587,500,,73.3381,115969.32,78678.44,0,9073,9074,"PRICE, DAVID E.",NC,4,DEM,2016,0.605920869,52.3,REP,0.747468794,1,0.38074,1,0.47,TRUE,4,70587,4,100,73.3381,785243.51,786089.62,0.252531206,0.747468794,-1.1,1
1518,9074,9075,"BRANNON, JOSHUA 'JOSH'",NC,5,DEM,2016,0.409867963,25.6,REP,0.389801623,0,0.20986,1,0.47,TRUE,4,45001,24,33.05,71.4,0,0,0,9076,9079,"FOXX, VIRGINIA ANN",NC,5,REP,2016,0.409867963,25.6,REP,0.610198377,1,0.20986,0,0.47,FALSE,4,45001,159,75.4,71.4,1578744.43,1203666.11,0.389801623,0.610198377,-1.1,1
1519,9079,9080,"GLIDEWELL, POWELL WATKINS 'PETE' III",NC,6,DEM,2016,0.44938785,23.1,REP,0.413263233,0,0.28591,1,0.47,TRUE,4,47335,500,,71.6,93572.54,91559.76,0,9082,9083,"WALKER, BRADLEY MARK",NC,6,REP,2016,0.44938785,23.1,REP,0.586736767,1,0.28591,1,0.47,FALSE,4,47335,57,25.2,71.6,865498.74,654707.93,0.413263233,0.586736767,-1.1,1
1520,9083,9087,"CASTEEN, J WESLEY",NC,7,DEM,2016,0.505413396,23.9,REP,0.371360028,0,0.25003,1,0.47,TRUE,4,45002,500,100,71.6,14888,14887.38,0,9086,9084,"ROUZER, DAVID CHESTON MR.",NC,7,REP,2016,0.505413396,23.9,REP,0.593931281,1,0.25003,1,0.47,FALSE,4,45002,4,53.02,71.6,1328535.32,725134.35,0.371360028,0.593931281,-1.1,1
1521,9088,9089,"HUDSON, RICHARD L. JR.",NC,8,REP,2016,0.544996584,24.7,REP,0.648632498,1,0.34296,1,0.47,FALSE,0,50570,16,100,71.3,2065161.77,2411377.49,1,9089,9091,"MILLS, THOMAS M",NC,8,DEM,2016,0.544996584,24.7,REP,0.351367502,0,0.34296,1,0.47,TRUE,0,50570,20,,71.3,406146.94,399170.06,0.648632498,0.351367502,-1.1,0
