"","Cand_Name","Cand_Office_St","Cand_Office_Dist","Cand_Party_Affiliation","Year","recent_presidential_vote","percent_bachelor_or_above","gov_party","Party_Previous_Vote_Share","Incumbent","minority_percentage","Gender","Presidential_Approval_Rating","Same_Party_As_President","seat_transition","Median_Income","name_commonness","Primary.Vote.Percent","labor_force","Raised","Spent"
"9184","TOMASZEWSKI, SCOT JOHN","NJ",1,"IND",2016,0.618691058,29.9,"REP",0,0,0.32151,"1",0.55,FALSE,4,68208,500,"","72.4",NA,NA
"9191","BEECHWOOD, ERIC","NJ",2,"DEM",2016,0.599738147,24.8,"REP",0.372716599,0,0.24616,"1",0.55,TRUE,4,60756,14,"","73.2",127678.19,127385.76
"9193","COLE, DAVID HAGERTY","NJ",2,"DEM",2016,0.599738147,24.8,"REP",0.372716599,0,0.24616,"1",0.55,TRUE,4,60756,4,"18.23","73.2",127678.19,127385.76
"9187","FENICHEL, STEVEN","NJ",2,"OTH",2016,0.599738147,24.8,"REP",0,0,0.24616,"1",0.55,FALSE,4,60756,19,"","73.2",NA,NA
"9190","FRANCO, GABRIEL","NJ",2,"IND",2016,0.599738147,24.8,"REP",0.006113532,0,0.24616,"1",0.55,FALSE,4,60756,114,"","73.2",NA,NA
"9189","KEENAN, JAMES JR","NJ",2,"NPA",2016,0.599738147,24.8,"REP",0,0,0.24616,"1",0.55,FALSE,4,60756,5,"","73.2",NA,NA
"9192","LOBIONDO, FRANK A.","NJ",2,"REP",2016,0.599738147,24.8,"REP",0.614599092,1,0.24616,"1",0.55,FALSE,4,60756,65,"82.48","73.2",1584413.42,1627038.45
"9186","ORDILLE, JOHN","NJ",2,"LIB",2016,0.599738147,24.8,"REP",0,0,0.24616,"1",0.55,FALSE,4,60756,6,"","73.2",NA,NA
"9188","ROZZO, COSTANTINO","NJ",2,"DEM",2016,0.599738147,24.8,"REP",0.372716599,0,0.24616,"1",0.55,TRUE,4,60756,500,"","73.2",127678.19,127385.76
"9194","BERLINSKI, LAWRENCE WAYNE MR. JR.","NJ",3,"CON",2016,0.55481966,32.8,"REP",0,0,0.20325,"1",0.55,FALSE,0,74537,102,"","74.1",NA,NA
"9195","LAVERGNE, FREDERICK JOHN","NJ",3,"DEM",2016,0.55481966,32.8,"REP",0.443501717,0,0.20325,"1",0.55,TRUE,0,74537,135,"","74.1",600,0
"9196","MACARTHUR, THOMAS","NJ",3,"REP",2016,0.55481966,32.8,"REP",0.539867708,1,0.20325,"1",0.55,FALSE,0,74537,20,"59.91","74.1",1913433.66,1910488.81
"9197","GANDOLFO, ANGELA MARIE","NJ",4,"DEM",2016,0.518589441,38.5,"REP",0.311211388,0,0.1531,"0",0.55,TRUE,4,78511,7,"","73.5",250533.65,192636.84
"9201","MACDONALD, BRUCE","NJ",4,"REP",2016,0.518589441,38.5,"REP",0.679592105,0,0.1531,"1",0.55,FALSE,4,78511,132,"","73.5",725292.64,661899.49
"9198","MARCUS, JEREMY","NJ",4,"LIB",2016,0.518589441,38.5,"REP",0,0,0.1531,"1",0.55,FALSE,4,78511,26,"","73.5",NA,NA
"9200","PHILLIPSON, LORNA","NJ",4,"DEM",2016,0.518589441,38.5,"REP",0.311211388,0,0.1531,"0",0.55,TRUE,4,78511,500,"","73.5",250533.65,192636.84
"9199","SCHROEDER, HANK","NJ",4,"OTH",2016,0.518589441,38.5,"REP",0,0,0.1531,"1",0.55,FALSE,4,78511,500,"","73.5",NA,NA
"9202","SMITH, CHRISTOPHER H","NJ",4,"REP",2016,0.518589441,38.5,"REP",0.679592105,1,0.1531,"1",0.55,FALSE,4,78511,2,"100.00","73.5",725292.64,661899.49
"9203","BELUSIC, CLAUDIO","NJ",5,"LIB",2016,0.550754275,46.2,"REP",0,0,0.20487,"1",0.55,FALSE,0,100219,500,"","71.3",NA,NA
"9206","CINO, MICHAEL J.","NJ",5,"REP",2016,0.550754275,46.2,"REP",0.554083453,0,0.20487,"1",0.55,FALSE,0,100219,1,"","71.3",2411570.11,4303125.26
"9207","GARRETT, SCOTT REP.","NJ",5,"REP",2016,0.550754275,46.2,"REP",0.554083453,1,0.20487,"1",0.55,FALSE,0,100219,17,"100.00","71.3",2411570.11,4303125.26
"9204","GOTTHEIMER, JOSH","NJ",5,"DEM",2016,0.550754275,46.2,"REP",0.433027562,0,0.20487,"1",0.55,TRUE,0,100219,500,"","71.3",4782462.13,4703377.07
"9205","VALLOROSI, PETER","NJ",5,"REP",2016,0.550754275,46.2,"REP",0.554083453,0,0.20487,"1",0.55,FALSE,0,100219,55,"","71.3",2411570.11,4303125.26
"9211","CHOI, JUN","NJ",6,"DEM",2016,0.577627637,38.4,"REP",0.599300995,0,0.36267,"1",0.55,TRUE,0,79229,500,"","70.8",2409149.16,1873787.92
"9209","MALLIAH, RAJIT B","NJ",6,"GRE",2016,0.577627637,38.4,"REP",0,0,0.36267,"1",0.55,FALSE,0,79229,500,"","70.8",NA,NA
"9212","PALLONE, FRANK JR","NJ",6,"DEM",2016,0.577627637,38.4,"REP",0.599300995,1,0.36267,"1",0.55,TRUE,0,79229,65,"100.00","70.8",2409149.16,1873787.92
"9210","SHAMY, JUDITH","NJ",6,"LIB",2016,0.577627637,38.4,"REP",0.011423163,0,0.36267,"0",0.55,FALSE,0,79229,500,"","70.8",NA,NA
"9208","SONNEK-SCHMELZ, BRENT J","NJ",6,"REP",2016,0.577627637,38.4,"REP",0.389275841,0,0.36267,"1",0.55,FALSE,0,79229,82,"","70.8",75774.45,75659.83
"9218","COOK, YORK","NJ",7,"REP",2016,0.603215075,51.4,"REP",0.592549873,0,0.21178,"1",0.55,FALSE,4,106896,500,"","73.13158",1118097.4,1276330.07
"9213","HAUSSMANN JR., ARTHUR T.","NJ",7,"CON",2016,0.603215075,51.4,"REP",0,0,0.21178,"1",0.55,FALSE,4,106896,500,"","73.13158",NA,NA
"9217","HEARD, CRAIG P.","NJ",7,"REP",2016,0.603215075,51.4,"REP",0.592549873,0,0.21178,"1",0.55,FALSE,4,106896,56,"","73.13158",1118097.4,1276330.07
"9219","JACOB, PETER MR.","NJ",7,"DEM",2016,0.603215075,51.4,"REP",0.387688427,0,0.21178,"1",0.55,TRUE,4,106896,55,"","73.13158",320765.46,305885.55
"9215","LANCE, LEONARD","NJ",7,"REP",2016,0.603215075,51.4,"REP",0.592549873,1,0.21178,"1",0.55,FALSE,4,106896,166,"54.44","73.13158",1118097.4,1276330.07
"9216","LARSEN, DAVID MR.","NJ",7,"REP",2016,0.603215075,51.4,"REP",0.592549873,0,0.21178,"1",0.55,FALSE,4,106896,4,"45.56","73.13158",1118097.4,1276330.07
"9214","O''NEILL, DAN","NJ",7,"LIB",2016,0.603215075,51.4,"REP",0.0197617,0,0.21178,"1",0.55,FALSE,4,106896,12,"","73.13158",NA,NA
"9222","DELANEY, DAN","NJ",8,"LIB",2016,0.727234334,30.8,"REP",0,0,0.42608,"1",0.55,FALSE,0,57391,12,"","75.19524",NA,NA
"9220","DELGADO, ELOY JAVIER MR.","NJ",8,"DEM",2016,0.727234334,30.8,"REP",0.773535552,0,0.42608,"1",0.55,TRUE,0,57391,500,"","75.19524",633397.21,580646.82
"9223","KHAN, AGHA","NJ",8,"REP",2016,0.727234334,30.8,"REP",0.190409719,0,0.42608,"1",0.55,FALSE,0,57391,500,"","75.19524",0,0
"9221","OLIVERA, PABLO","NJ",8,"OTH",2016,0.727234334,30.8,"REP",0,0,0.42608,"1",0.55,FALSE,0,57391,500,"","75.19524",NA,NA
"9224","SIRES, ALBIO","NJ",8,"DEM",2016,0.727234334,30.8,"REP",0.773535552,1,0.42608,"1",0.55,TRUE,0,57391,500,"100.00","75.19524",633397.21,580646.82
"9225","BOSS, JEFF","NJ",9,"OTH",2016,0.632039237,32.7,"REP",0,0,0.37801,"1",0.55,FALSE,0,64964,192,"","77.1",NA,NA
"9229","CASTILLO, HECTOR DR.","NJ",9,"REP",2016,0.632039237,32.7,"REP",0.300899061,0,0.37801,"1",0.55,FALSE,0,64964,194,"","77.1",99778.6,99778.6
"9228","PASCRELL, WILLIAM J. HON.","NJ",9,"DEM",2016,0.632039237,32.7,"REP",0.68486373,1,0.37801,"1",0.55,TRUE,0,64964,9,"100.00","77.1",1674632.74,1301340.53
"9226","RIVERA, DIEGO","NJ",9,"LIB",2016,0.632039237,32.7,"REP",0,0,0.37801,"1",0.55,FALSE,0,64964,500,"","77.1",NA,NA
"9227","WILDES, MICHAEL","NJ",9,"DEM",2016,0.632039237,32.7,"REP",0.68486373,0,0.37801,"1",0.55,TRUE,0,64964,1,"","77.1",1674632.74,1301340.53
"9231","FRASER, AARON WALTER","NJ",10,"DEM",2016,0.746183215,27.6,"REP",0.853830169,0,0.70983,"1",0.55,TRUE,0,50100,35,"2.60","76.5",533521.11,487110.99
"9232","FRASER, AARON WALTER","NJ",10,"DEM",2016,0.746183215,27.6,"REP",0.853830169,0,0.70983,"1",0.55,TRUE,0,50100,35,"2.60","76.5",533521.11,487110.99
"9230","MILLER, JOANNE","NJ",10,"OTH",2016,0.746183215,27.6,"REP",0,0,0.70983,"0",0.55,FALSE,0,50100,500,"","76.5",NA,NA
"9234","PAYNE, DONALD M., JR.","NJ",10,"DEM",2016,0.746183215,27.6,"REP",0.853830169,1,0.70983,"1",0.55,TRUE,0,50100,42,"91.25","76.5",533521.11,487110.99
"9233","PINCKNEY, DAVID","NJ",10,"REP",2016,0.746183215,27.6,"REP",0.126236365,0,0.70983,"1",0.55,FALSE,0,50100,4,"","76.5",0,0
"9238","BROGOWSKI, LEE ANNE","NJ",11,"DEM",2016,0.601317708,52.1,"REP",0.374299728,0,0.18036,"0",0.55,TRUE,4,108260,131,"11.78","76.5",0,0
"9235","DEPASQUALE, THOMAS","NJ",11,"OTH",2016,0.601317708,52.1,"REP",0,0,0.18036,"1",0.55,FALSE,4,108260,20,"","76.5",NA,NA
"9242","FRELINGHUYSEN, RODNEY P.","NJ",11,"REP",2016,0.601317708,52.1,"REP",0.625700272,1,0.18036,"1",0.55,FALSE,4,108260,74,"66.72","76.5",1991919.98,1669365.6
"9236","HETRICK, JEFF","NJ",11,"LIB",2016,0.601317708,52.1,"REP",0,0,0.18036,"1",0.55,FALSE,4,108260,192,"","76.5",NA,NA
"9240","JOSEPH, WENZEL M.","NJ",11,"DEM",2016,0.601317708,52.1,"REP",0.374299728,0,0.18036,"1",0.55,TRUE,4,108260,500,"","76.5",0,0
"9241","MCFARLANE, RICHARD","NJ",11,"DEM",2016,0.601317708,52.1,"REP",0.374299728,0,0.18036,"1",0.55,TRUE,4,108260,16,"","76.5",0,0
"9237","VAN GLAHN, RICHARD EDWARD","NJ",11,"REP",2016,0.601317708,52.1,"REP",0.625700272,0,0.18036,"1",0.55,FALSE,4,108260,500,"33.28","76.5",1991919.98,1669365.6
"9239","WENZEL, JOSEPH M.","NJ",11,"DEM",2016,0.601317708,52.1,"REP",0.374299728,0,0.18036,"1",0.55,TRUE,4,108260,11,"","76.5",0,0
"9244","BOLLENTIN, MICHAEL R.","NJ",12,"OTH",2016,0.56157358,43.6,"REP",0,0,0.40598,"1",0.55,FALSE,NA,85744,1,"","77.5",NA,NA
"9250","COLEMAN, BONNIE WATSON","NJ",12,"DEM",2016,0.56157358,43.6,"REP",0.609506221,1,0.40598,"0",0.55,TRUE,NA,85744,171,"43.04","77.5",1095675.58,1024307.19
"9243","FILZPATRICK, THOMAS","NJ",12,"LIB",2016,0.56157358,43.6,"REP",0,0,0.40598,"1",0.55,FALSE,NA,85744,20,"","77.5",NA,NA
"9247","FORCHION, ROBERT EDWARD","NJ",12,"OTH",2016,0.56157358,43.6,"REP",0,0,0.40598,"1",0.55,FALSE,NA,85744,7,"","77.5",NA,NA
"9248","KUCSMA, ALEXANDER J.","NJ",12,"DEM",2016,0.56157358,43.6,"REP",0.609506221,0,0.40598,"1",0.55,TRUE,NA,85744,106,"","77.5",1095675.58,1024307.19
"9245","SHAPIRO, ROBERT","NJ",12,"OTH",2016,0.56157358,43.6,"REP",0,0,0.40598,"1",0.55,FALSE,NA,85744,7,"","77.5",NA,NA
"9249","UCCIO, STEVEN J.","NJ",12,"REP",2016,0.56157358,43.6,"REP",0.365097125,0,0.40598,"1",0.55,FALSE,NA,85744,19,"","77.5",0,0
"9246","WELZER, STEVEN","NJ",12,"GRE",2016,0.56157358,43.6,"REP",0.005998679,0,0.40598,"1",0.55,FALSE,NA,85744,19,"","77.5",NA,NA
"9252","LUJAN GRISHAM, MICHELLE","NM",1,"DEM",2016,0.599838754,32,"REP",0.585862513,0,0.28674,"0",0.49,TRUE,0,49570,500,"100.00","77.67333",1776950.72,1929898.27
"9251","PRIEM, RICHARD G","NM",1,"REP",2016,0.599838754,32,"REP",0.414137487,0,0.28674,"1",0.49,FALSE,0,49570,16,"34.66","77.67333",0,0
"9253","MCGRANN, JACK A","NM",2,"OTH",2016,0.537697483,20.6,"REP",0,0,0.14709,"1",0.49,FALSE,0,41797,146,"","76.8",NA,NA
"9254","PEARCE, STEVAN E.","NM",2,"REP",2016,0.537697483,20.6,"REP",0.644274819,1,0.14709,"1",0.49,FALSE,0,41797,500,"100.00","76.8",1840392.75,955855.9
"9255","SOULES, MERRIE LEE MS.","NM",2,"DEM",2016,0.537697483,20.6,"REP",0.355258261,0,0.14709,"1",0.49,TRUE,0,41797,500,"","76.8",439122.89,387292.25
"9257","LUCERO, MICHAEL GLENN","NM",3,"REP",2016,0.590541363,27.1,"REP",0.384487929,0,0.34684,"1",0.49,FALSE,NA,49210,1,"","77.3",96565.73,96566.39
"9258","LUJAN, BEN R MR.","NM",3,"DEM",2016,0.590541363,27.1,"REP",0.615229579,0,0.34684,"1",0.49,TRUE,NA,49210,44,"87.56","77.3",2107713.05,1874691.43
"9256","MCFALL, JERALD STEVE","NM",3,"REP",2016,0.590541363,27.1,"REP",0.384487929,0,0.34684,"1",0.49,FALSE,NA,49210,500,"","77.3",96565.73,96566.39
"9259","ROMERO, MICHAEL H","NM",3,"REP",2016,0.590541363,27.1,"REP",0.384487929,0,0.34684,"1",0.49,FALSE,NA,49210,1,"","77.3",96565.73,96566.39
"9263","BAKARI, AKIL KAMAU","NV",1,"IND",2016,0.573761352,14.8,"REP",0,0,0.46971,"1",0.46,FALSE,4,38000,500,"","75.2",NA,NA
"9262","BAKER, LOUIS JAMES","NV",1,"REP",2016,0.573761352,14.8,"REP",0.378746933,0,0.46971,"1",0.46,FALSE,4,38000,136,"","75.2",29704.87,29199.3
"9261","BOYLAN, PATRICK","NV",1,"DEM",2016,0.573761352,14.8,"REP",0.568413056,0,0.46971,"1",0.46,TRUE,4,38000,37,"","75.2",0,0
"9264","CARLISLE, STEPHANIE","NV",1,"REP",2016,0.573761352,14.8,"REP",0.378746933,0,0.46971,"0",0.46,FALSE,4,38000,9,"","75.2",29704.87,29199.3
"9270","D'SILVA, REUBEN","NV",1,"NON",2016,0.573761352,14.8,"REP",0,0,0.46971,"1",0.46,FALSE,4,38000,500,"","75.2",NA,NA
"9260","HORNE, FREDDY A","NV",1,"REP",2016,0.573761352,14.8,"REP",0.378746933,0,0.46971,"1",0.46,FALSE,4,38000,500,"","75.2",29704.87,29199.3
"9265","JOHNSTON, GARY L","NV",1,"REP",2016,0.573761352,14.8,"REP",0.378746933,0,0.46971,"1",0.46,FALSE,4,38000,47,"","75.2",29704.87,29199.3
"9266","MILLER, JEFFERY S","NV",1,"REP",2016,0.573761352,14.8,"REP",0.378746933,0,0.46971,"1",0.46,FALSE,4,38000,67,"","75.2",29704.87,29199.3
"9269","PERRY, MARY D","NV",1,"REP",2016,0.573761352,14.8,"REP",0.378746933,0,0.46971,"0",0.46,FALSE,4,38000,15,"","75.2",29704.87,29199.3
"9267","SOLORIO, JOSE ANGEL","NV",1,"DEM",2016,0.573761352,14.8,"REP",0.568413056,0,0.46971,"1",0.46,TRUE,4,38000,48,"","75.2",0,0
"9268","TITUS, DINA","NV",1,"DEM",2016,0.573761352,14.8,"REP",0.568413056,1,0.46971,"0",0.46,TRUE,4,38000,500,"86.03","75.2",0,0
"9274","ALM, VANCE STEVEN","NV",2,"DEM",2016,0.533483384,25.3,"REP",0.27934053,0,0.19086,"1",0.46,TRUE,0,58214,500,"15.07","73.1",211786.29,210665.21
"9276","AMODEI, MARK EUGENE","NV",2,"REP",2016,0.533483384,25.3,"REP",0.657333119,1,0.19086,"1",0.46,FALSE,0,58214,18,"100.00","73.1",851507.65,901689.54
"9271","EVANS, HUGH D MR JR","NV",2,"DEM",2016,0.533483384,25.3,"REP",0.27934053,0,0.19086,"1",0.46,TRUE,0,58214,500,"","73.1",211786.29,210665.21
"9273","EVERHART, JOHN","NV",2,"IND",2016,0.533483384,25.3,"REP",0,0,0.19086,"1",0.46,FALSE,0,58214,6,"","73.1",NA,NA
"9272","KNIGHT, DREW","NV",2,"IND",2016,0.533483384,25.3,"REP",0,0,0.19086,"1",0.46,FALSE,0,58214,500,"","73.1",NA,NA
"9275","SHEPHERD, RICK","NV",2,"DEM",2016,0.533483384,25.3,"REP",0.27934053,0,0.19086,"1",0.46,TRUE,0,58214,16,"","73.1",211786.29,210665.21
"9285","BOWERS, KERRY DALE","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"1",0.46,FALSE,0,68396,175,"","73.5",1926800.32,1919485.7
"9290","FIORE, MICHELE","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"0",0.46,FALSE,0,68396,51,"","73.5",1926800.32,1919485.7
"9286","GOOSSEN, DAVID SCOTT","NV",3,"IND",2016,0.573761352,31.4,"REP",0.020457181,0,0.31985,"1",0.46,FALSE,0,68396,4,"","73.5",NA,NA
"9283","KHAL, SAMI","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"0",0.46,FALSE,0,68396,500,"","73.5",1926800.32,1919485.7
"9287","MARKOWITZ, WARREN","NV",3,"IND",2016,0.573761352,31.4,"REP",0.020457181,0,0.31985,"1",0.46,FALSE,0,68396,500,"","73.5",NA,NA
"9284","MATTHEWS, ANDREW","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"1",0.46,FALSE,0,68396,28,"","73.5",1926800.32,1919485.7
"9277","MICHAELS, BARRY","NV",3,"DEM",2016,0.573761352,31.4,"REP",0.361270665,0,0.31985,"1",0.46,TRUE,0,68396,154,"","73.5",1692027.19,1676766.3
"9282","ROBERSON, MICHAEL","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"1",0.46,FALSE,0,68396,1,"","73.5",1926800.32,1919485.7
"9278","ROSEN, JACKY","NV",3,"DEM",2016,0.573761352,31.4,"REP",0.361270665,0,0.31985,"0",0.46,TRUE,0,68396,500,"","73.5",1692027.19,1676766.3
"9288","SBAIH, JESSE","NV",3,"DEM",2016,0.573761352,31.4,"REP",0.361270665,0,0.31985,"1",0.46,TRUE,0,68396,66,"","73.5",1692027.19,1676766.3
"9281","SCHIFFMAN, STEVEN MITCHELL","NV",3,"DEM",2016,0.573761352,31.4,"REP",0.361270665,0,0.31985,"1",0.46,TRUE,0,68396,19,"","73.5",1692027.19,1676766.3
"9279","SINGER, ALEX CHANNING","NV",3,"DEM",2016,0.573761352,31.4,"REP",0.361270665,0,0.31985,"1",0.46,TRUE,0,68396,176,"","73.5",1692027.19,1676766.3
"9291","TARKANIAN, DANNY","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"1",0.46,FALSE,0,68396,95,"","73.5",1926800.32,1919485.7
"9289","TEIJEIRO, ANNETTE","NV",3,"REP",2016,0.573761352,31.4,"REP",0.607525443,0,0.31985,"0",0.46,FALSE,0,68396,176,"54.66","73.5",1926800.32,1919485.7
"9280","WAITE, NEIL M","NV",3,"DEM",2016,0.573761352,31.4,"REP",0.361270665,0,0.31985,"1",0.46,TRUE,0,68396,175,"","73.5",1692027.19,1676766.3
"9295","ARBERRY, MORSE JR.","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,500,"","77.99333",2208922.48,2199082.85
"9297","BROWN, STEVE","NV",4,"LIB",2016,NA,19.9,"REP",0.031495401,0,0.34307,"1",0.46,FALSE,NA,55712,159,"","77.99333",NA,NA
"9293","CASUTT, BRANDON","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,52,"","77.99333",2208922.48,2199082.85
"9300","FLORES, LUCY","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"0",0.46,TRUE,NA,55712,500,"","77.99333",2208922.48,2199082.85
"9304","HARDY, CRESENT","NV",4,"REP",2016,NA,19.9,"REP",0.48528456,1,0.34307,"0",0.46,FALSE,NA,55712,500,"42.63","77.99333",1837510.28,1876222.13
"9305","KIHUEN, RUBEN","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,182,"","77.99333",2208922.48,2199082.85
"9303","LEE, SUSIE","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"0",0.46,TRUE,NA,55712,500,"14.79","77.99333",2208922.48,2199082.85
"9298","LITTLE, MIKE","NV",4,"IND",2016,NA,19.9,"REP",0,0,0.34307,"1",0.46,FALSE,NA,55712,1,"","77.99333",NA,NA
"9296","MONROE, MIKE","NV",4,"REP",2016,NA,19.9,"REP",0.48528456,0,0.34307,"1",0.46,FALSE,NA,55712,1,"22.11","77.99333",1837510.28,1876222.13
"9299","OCEGUERA, JOHN","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,6,"","77.99333",2208922.48,2199082.85
"9292","ROLLE, DANIEL","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,12,"","77.99333",2208922.48,2199082.85
"9302","SCHAEFER, J MICHAEL","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,500,"","77.99333",2208922.48,2199082.85
"9294","SMITH, RODNEY","NV",4,"DEM",2016,NA,19.9,"REP",0.457589405,0,0.34307,"1",0.46,TRUE,NA,55712,74,"","77.99333",2208922.48,2199082.85
"9301","VILLINES, WAYNE","NV",4,"REP",2016,NA,19.9,"REP",0.48528456,0,0.34307,"1",0.46,FALSE,NA,55712,112,"","77.99333",1837510.28,1876222.13
"9309","CALONE, DAVID L","NY",1,"OTH",2016,0.514491424,34.7,"DEM",0,0,0.13151,"1",0.59,FALSE,0,90435,4,"","76.71429",NA,NA
"9307","SCHAEFFER, KENNETH D.","NY",1,"WF",2016,0.514491424,34.7,"DEM",0,0,0.13151,"1",0.59,FALSE,0,90435,31,"100.00","76.71429",NA,NA
"9306","THRONE-HOLST, ANNA","NY",1,"DEM",2016,0.514491424,34.7,"DEM",0.455680522,0,0.13151,"0",0.59,TRUE,0,90435,87,"","76.71429",3872459.3,3843710.26
"9308","ZELDIN, LEE M","NY",1,"REP",2016,0.514491424,34.7,"DEM",0.544319478,1,0.13151,"1",0.59,FALSE,0,90435,131,"","76.71429",4405394.79,4079226.31
"9311","GREGORY, DUWAYNE","NY",2,"DEM",2016,0.523341365,29.3,"DEM",0.300232638,0,0.25992,"1",0.59,TRUE,1,93362,500,"","76.6",376229.06,372791.89
"9310","KING, PETER T. HON.","NY",2,"REP",2016,0.523341365,29.3,"DEM",0.683389339,1,0.25992,"1",0.59,FALSE,1,93362,55,"100.00","76.6",1063927.54,1307660.08
"9313","CLARKE, JONATHAN CHARLES ESQ","NY",3,"DEM",2016,0.523341365,51.5,"DEM",0.547969885,0,0.25017,"1",0.59,TRUE,0,111504,32,"100.00","76.8",2395910.68,2355508.98
"9316","KAIMAN, JON","NY",3,"DEM",2016,0.523341365,51.5,"DEM",0.547969885,0,0.25017,"1",0.59,TRUE,0,111504,97,"","76.8",2395910.68,2355508.98
"9319","KAPLAN, ANNA","NY",3,"DEM",2016,0.523341365,51.5,"DEM",0.547969885,0,0.25017,"0",0.59,TRUE,0,111504,87,"","76.8",2395910.68,2355508.98
"9315","LUPINACCI, CHAD ANTHONY","NY",3,"REP",2016,0.523341365,51.5,"DEM",0.452030115,0,0.25017,"1",0.59,FALSE,0,111504,30,"","76.8",1167870.05,1137081.61
"9321","MARTINS, JACK","NY",3,"REP",2016,0.523341365,51.5,"DEM",0.452030115,0,0.25017,"1",0.59,FALSE,0,111504,146,"","76.8",1167870.05,1137081.61
"9318","PIDOT, PHILIP MARTIN","NY",3,"REP",2016,0.523341365,51.5,"DEM",0.452030115,0,0.25017,"1",0.59,FALSE,0,111504,90,"","76.8",1167870.05,1137081.61
"9317","SEROTA, DAN","NY",3,"REP",2016,0.523341365,51.5,"DEM",0.452030115,0,0.25017,"1",0.59,FALSE,0,111504,12,"","76.8",1167870.05,1137081.61
"9312","STERN, STEVEN","NY",3,"DEM",2016,0.523341365,51.5,"DEM",0.547969885,0,0.25017,"1",0.59,TRUE,0,111504,19,"","76.8",2395910.68,2355508.98
"9320","SUOZZI, THOMAS","NY",3,"DEM",2016,0.523341365,51.5,"DEM",0.547969885,0,0.25017,"1",0.59,TRUE,0,111504,20,"","76.8",2395910.68,2355508.98
"9314","TROTTA, ROBERT MR.","NY",3,"REP",2016,0.523341365,51.5,"DEM",0.452030115,0,0.25017,"1",0.59,FALSE,0,111504,7,"","76.8",1167870.05,1137081.61
"9322","BECKER, FRANCIS X. JR.","NY",4,"REP",2016,0.533696507,40.6,"DEM",0.471557203,0,0.35267,"1",0.59,FALSE,4,100178,500,"","76.2",439944.76,434771.7
"9324","GURFEIN, DAVID MR.","NY",4,"REP",2016,0.533696507,40.6,"DEM",0.471557203,0,0.35267,"1",0.59,FALSE,4,100178,4,"","76.2",439944.76,434771.7
"9323","RICE, KATHLEEN","NY",4,"DEM",2016,0.533696507,40.6,"DEM",0.528442797,1,0.35267,"0",0.59,TRUE,4,100178,69,"100.00","76.2",2080991.31,1623817.62
"9326","FRANCOIS, FRANK SHA","NY",5,"GRE",2016,0.670650228,24.2,"DEM",0,0,0.82287,"1",0.59,FALSE,0,66529,65,"","75.8",NA,NA
"9325","LAWRENCE, NATHAN MARTIN","NY",5,"DEM",2016,0.670650228,24.2,"DEM",0.951370913,0,0.82287,"1",0.59,TRUE,0,66529,49,"","75.8",987167.5,1028993.97
"9330","MEEKS, GREGORY W.","NY",5,"DEM",2016,0.670650228,24.2,"DEM",0.951370913,1,0.82287,"1",0.59,TRUE,0,66529,29,"80.05","75.8",987167.5,1028993.97
"9329","MIRZA, ALI A","NY",5,"DEM",2016,0.670650228,24.2,"DEM",0.951370913,0,0.82287,"1",0.59,TRUE,0,66529,500,"","75.8",987167.5,1028993.97
"9328","O'REILLY, MICHAEL","NY",5,"REP",2016,0.670650228,24.2,"DEM",0,0,0.82287,"1",0.59,FALSE,0,66529,1,"","75.8",47458,44037.93
"9327","SANDERS, JAMES JR","NY",5,"DEM",2016,0.670650228,24.2,"DEM",0.951370913,0,0.82287,"1",0.59,TRUE,0,66529,5,"","75.8",987167.5,1028993.97
"9331","BHATTI, HARIS","NY",6,"OTH",2016,0.794911391,36.2,"DEM",0,0,0.56238,"1",0.59,FALSE,0,61956,500,"","75.2",NA,NA
"9332","MAIO, DANNIEL","NY",6,"REP",2016,0.794911391,36.2,"DEM",0,0,0.56238,"1",0.59,FALSE,0,61956,500,"","75.2",0,0
"9333","MAIO, DANNIEL","NY",6,"REP",2016,0.794911391,36.2,"DEM",0,0,0.56238,"1",0.59,FALSE,0,61956,500,"","75.2",0,0
"9334","MENG, GRACE","NY",6,"DEM",2016,0.794911391,36.2,"DEM",1,1,0.56238,"0",0.59,TRUE,0,61956,500,"100.00","75.2",1254504.26,826309.59
