Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year
PENNER, KIRK MR.,NE,3,REP,2018
BOLINGER, LARRY LEE SCOTT,NE,3,REP,2018
KOWALSKI, ARRON,NE,3,REP,2018
EDWARDS, EDDIE,NH,1,REP,2018
SANBORN, ANDY,NH,1,REP,2018
PAPPAS, CHRIS,NH,1,DEM,2018
MARTIN, ANDY,NH,1,REP,2018
SOLDATI, LINCOLN T.,NH,1,DEM,2018
ANDREWS, NAOMI,NH,1,DEM,2018
O'ROURKE, TERENCE MURPHY,NH,1,DEM,2018
MCEACHERN, DEAGLAN,NH,1,DEM,2018
SULLIVAN, MAURA CORBY,NH,1,DEM,2018
CROCHETIERE, BRUCE,NH,1,REP,2018
BELFORTI, DAN,NH,1,LIB,2018
CALLIS, MICHAEL,NH,1,REP,2018
HARRIS, KATHERINE MOORE,NH,1,IND,2018
MESSMER, MINDI,NH,1,DEM,2018
MACKENZIE, MARK S,NH,1,DEM,2018
PAUL, RICHARD GOYAN,NH,1,LIB,2018
SANDERS, LEVI,NH,1,DEM,2018
CARDINAL, PAUL,NH,1,DEM,2018
MARTIN, WILLIAM,NH,1,DEM,2018
DENARO, JEFFORY W.,NH,1,REP,2018
NEGRON, STEVE,NH,2,REP,2018
BURNS, ROBERT ANDREW,NH,2,REP,2018
ODONNELL, JUSTIN,NH,2,LIB,2018
O'DONNELL, JUSTIN FRANCIS,NH,2,LIB,2018
LEVENSON, STEWART,NH,2,REP,2018
BLANKENBEKER, LYNNE,NH,2,REP,2018
KUSTER, ANN MCLANE,NH,2,DEM,2018
MERCER, JAY OTTIS,NH,2,REP,2018
BELOIN, GERARD,NH,2,REP,2018
ALCIERE, TOM,NH,2,LIB,2018
BELANGER, BRIAN D,NH,2,REP,2018
FLANAGAN, JACK,NH,2,REP,2018
DILKS, PAUL E,NJ,1,REP,2018
CARLSON, ROBERT LEE,NJ,1,DEM,2018
NORCROSS, DONALD W,NJ,1,DEM,2018
KABIR, MOHAMMAD SHAHJAHAN,NJ,1,DEM,2018
TOMASZEWSKI, SCOT JOHN,NJ,1,DEM,2018
VAN DREW, JEFF,NJ,2,DEM,2018
GROSSMAN, SETH,NJ,2,REP,2018
KLEINMAN, NATHAN I,NJ,2,DEM,2018
SINGH, HIRSH,NJ,2,REP,2018
FIOCCHI, SMAUEL,NJ,2,REP,2018
TOTO, JAMES J,NJ,2,REP,2018
CUNNINGHAM, WILLIAM,NJ,2,DEM,2018
ZARYCH, JOHN,NJ,2,REP,2018
FITZHERBERT, BRIAN THOMAS,NJ,2,REP,2018
MCGOVERN, MARK,NJ,2,REP,2018
YOUNGBLOOD, TANZIE,NJ,2,DEM,2018
BENFER, WILLIAM R MR.,NJ,2,UN,2018
TURKAVAGE, ROBERT D,NJ,2,REP,2018
THOM, SEAN A,NJ,2,DEM,2018
TURKAVAGE, ROBERT MR.,NJ,2,REP,2018
MACARTHUR, THOMAS,NJ,3,REP,2018
KIM, ANDY,NJ,3,DEM,2018
HARTMAN, KATHERINE,NJ,3,DEM,2018
SMITH, CHRISTOPHER H,NJ,4,REP,2018
KEADY, JAMES,NJ,4,DEM,2018
WELLE, JOSH,NJ,4,DEM,2018
KEELING, MIKE,NJ,4,DEM,2018
REYNOLDS, BRIAN J.,NJ,4,UN,2018
STOLER, FELICIA,NJ,4,REP,2018
MCCANN, JOHN JOSEPH MR. JR.,NJ,5,REP,2018
LONEGAN, STEVEN,NJ,5,REP,2018
GOTTHEIMER, JOSH,NJ,5,DEM,2018
SARNOSKI, JASON,NJ,5,REP,2018
CHILLARA, SRIDHAR,NJ,6,REP,2018
PEZZULLO, RICHARD J.,NJ,6,REP,2018
PALLONE, FRANK JR,NJ,6,DEM,2018
WALKER, JAVAHN,NJ,6,DEM,2018
WEBER, LINDA,NJ,7,DEM,2018
SALMON, SCOTT,NJ,7,DEM,2018
MANDELBLATT, LISA,NJ,7,DEM,2018
JOIS, GOUTAM UMESH MR.,NJ,7,DEM,2018
PRINGLE, DAVID,NJ,7,DEM,2018
MALINOWSKI, TOM,NJ,7,DEM,2018
LANCE, LEONARD,NJ,7,REP,2018
JACOB, PETER,NJ,7,DEM,2018
BROWN, LINDSAY CHRISTINE MRS.,NJ,7,REP,2018
BARSOOM, RAAFAT,NJ,7,REP,2018
SIRES, ALBIO,NJ,8,DEM,2018
MUNIZ, JOHN R,NJ,8,REP,2018
MUNIZ, JOHN R,NJ,8,REP,2018
WILDES, MICHAEL,NJ,9,DEM,2018
PASCRELL, WILLIAM J. JR.,NJ,9,DEM,2018
FISHER, ERIC P,NJ,9,REP,2018
HENRY, WILLIAM OSCAR,NJ,9,DEM,2018
KHAN, AGHA,NJ,10,REP,2018
FRASER, AARON,NJ,10,DEM,2018
PAYNE, DONALD M., JR.,NJ,10,DEM,2018
SHERRILL, REBECCA MICHELLE,NJ,11,DEM,2018
WEBBER, JAY,NJ,11,REP,2018
GHEE, ANTONY,NJ,11,REP,2018
HESLIN, ALISON,NJ,11,DEM,2018
DE NEUFVILLE, PETER,NJ,11,REP,2018
ALLOCCO, PATRICK S KD2-ONW,NJ,11,REP,2018
GEBBIA, JACK,NJ,11,DEM,2018
WASHBURNE, MARK JOSEPH,NJ,11,DEM,2018
BARTLETT, JOHN,NJ,11,DEM,2018
COBERT, MITCHELL,NJ,11,DEM,2018
HEWITT, MARTIN,NJ,11,REP,2018
HARRIS, TAMARA,NJ,11,DEM,2018
MARTINEZ, RYAN MR.,NJ,11,LIB,2018
KIPNIS, DARYL,NJ,12,REP,2018
HARTFORD, ANDREW DOWNING,NJ,12,IND,2018
COLEMAN, BONNIE WATSON,NJ,12,DEM,2018
SEDILLO LOPEZ, ANTOINETTE,NM,1,DEM,2018
FLORES, JOHN WALTER,NM,1,DEM,2018
HENDRICKS, MICHAEL,NM,1,REP,2018
DAVIS, PATRICK,NM,1,DEM,2018
HAALAND, DEBRA,NM,1,DEM,2018
MARTINEZ, DAMON P,NM,1,DEM,2018
LIEBMAN, BOB,NM,1,IND,2018
MOYA, PAUL,NM,1,DEM,2018
DINGE, DENNIS,NM,1,DEM,2018
CHAVEZ, ANN E,NM,1,DEM,2018
ABRAMS, JOHN E.,NM,1,DEM,2018
PRINCETON, LLOYD JOSEPH,NM,1,LIB,2018
ARNOLD-JONES, JANICE E,NM,1,REP,2018
LARA, DAMIAN,NM,1,DEM,2018
HEITNER, JESSE ANDREW DR.,NM,1,DEM,2018
BAAKE, DAVID,NM,2,DEM,2018
SALAS, ANDREW E BRIG GEN,NM,2,REP,2018
GRIFFIN, CLAYBURN,NM,2,REP,2018
VOLPATO, JOHNNY SILVIO MR JR,NM,2,REP,2018
EDWARDS., JASEN LEMAR EX.,NM,2,W,2018
NEWMAN, MONTY,NM,2,REP,2018
HERRELL, STELLA YVETTE,NM,2,REP,2018
TORRES SMALL, XOCHITL,NM,2,DEM,2018
ZUBIA, ADOLFO AREOLA,NM,2,DEM,2018
DURHAM, THOMAS ALLEN II,NM,2,DEM,2018
ROSALES, MIKE,NM,2,IND,2018
FITZHERBERT, RONALD JAMES,NM,2,DEM,2018
MARTINEZ, TONY,NM,2,DEM,2018
PENA, ANGEL DAMIAN,NM,2,DEM,2018
HILDEBRANDT, LORI MADELINE,NM,2,DEM,2018
CLARKSON, GAVIN,NM,2,REP,2018
LUJAN, BEN R MR.,NM,3,DEM,2018
MANNING, CHRISTOPHER,NM,3,LIB,2018
MCFALL, JERALD STEVE,NM,3,REP,2018
TITUS, DINA,NV,1,DEM,2018
D'SILVA, REUBEN,NV,1,DEM,2018
HORNE, FREDDY A,NV,1,REP,2018
STAWDER, ROBERT VAN,NV,1,LIB,2018
GARFIELD, DANIEL G.,NV,1,IND,2018
BENTLEY, JOYCE,NV,1,REP,2018
AMODEI, MARK EUGENE EUGENE,NV,2,REP,2018
FOGARTY, PATRICK,NV,2,DEM,2018
SHEPHERD, RICK,NV,2,DEM,2018
VANCE, ALM,NV,2,DEM,2018
HURLEY, JESSE DOUGLAS,NV,2,DEM,2018
BECK, JOEL,NV,2,REP,2018
KOBLE, CLINT MATTHEW MR.,NV,2,DEM,2018
LUETKEHANS, IAN,NV,2,REP,2018
ALM, VANCE STEVEN,NV,2,DEM,2018
ANGLE, SHARRON E,NV,2,REP,2018
SCHOFIELD, JACK L., JR.,NV,2,DEM,2018
TACHE, LYNDA,NV,3,REP,2018
FARAHI, HERMON,NV,3,DEM,2018
HART, RICHARD CRAIG,NV,3,DEM,2018
LOVE, JOHN DENNIS,NV,3,DEM,2018
WEISS, MICHAEL,NV,3,DEM,2018
TEIJEIRO, ANNETTE,NV,3,REP,2018
HAMMOND, SCOTT,NV,3,REP,2018
SEAMAN, VICTORIA,NV,3,REP,2018
CARTER, PATRICK,NV,3,REP,2018
EISNER, GILBERT MR.,NV,3,NON,2018
GOOSSEN, DAVID SCOTT,NV,3,NPY,2018
MURPHY, JAMES THOMAS SR,NV,3,REP,2018
BROWN, STEVE,NV,3,LIB,2018
SCHIFFMAN, STEVEN MITCHELL,NV,3,DEM,2018
HAMILTON, EDDIE 'MR MAGA',NV,3,REP,2018
LEE, SUSIE,NV,3,DEM,2018
TARKANIAN, DANNY,NV,3,REP,2018
MCKEON, DAVID OWEN,NV,3,REP,2018
VICKERS, HARRY LEE,NV,3,IND,2018
LA CROIX, THOMAS MARK,NV,3,REP,2018
PINJUV, GUY,NV,3,DEM,2018
GUMINA, TONY DR,NV,3,NNE,2018
STOLTZ, ERIC,NV,3,DEM,2018
MORTENSEN, MICHELLE,NV,3,REP,2018
JONES, STEPHANIE,NV,3,REP,2018
HORSFORD, STEVEN ALEXZANDER,NV,4,DEM,2018
LUCKNER, GREGG,NV,4,LIB,2018
ANTHONY, STAVROS,NV,4,REP,2018
SPEARMAN, PATRICIA,NV,4,DEM,2018
TOWNSEND, WILLIAM BILL MILLER,NV,4,REP,2018
MARKOWITZ, WARREN,NV,4,IND,2018
MILLER, JEFF,NV,4,REP,2018
VILELA, AMY,NV,4,DEM,2018
ANZALONE, JOHN ANTHONY DR.,NV,4,DEM,2018
HARDY, CRESENT,NV,4,REP,2018
GIBBS, DAVID,NV,4,REP,2018
WEGNER, KENNETH A,NV,4,REP,2018
STEPHENS, ALLISON A,NV,4,DEM,2018
ZELLER, SIDNEY,NV,4,DEM,2018
SMITH, RODNEY,NV,4,NNE,2018
MCGONIGLE, DEAN,NV,4,NNE,2018
MONROE, MIKE,NV,4,REP,2018
DIMASI, ELAINE DR. PHD,NY,1,DEM,2018
PECHEFSKY, DAVID,NY,1,DEM,2018
VILORIA-FISHER, VIVIAN M,NY,1,DEM,2018
GERSHON, PERRY,NY,1,DEM,2018
LATZMAN, PATRICIA,NY,1,WF,2018
MILLER, BRUCE GORDON MR.,NY,1,DEM,2018
BROWNING, KATE M.,NY,1,DEM,2018
ZELDIN, LEE M,NY,1,REP,2018
HENRY, BRENDON T,NY,1,DEM,2018
DENNING, RICHARD FRANCIS,NY,1,REP,2018
KING, PETE,NY,2,REP,2018
SAX, MIKE,NY,2,DEM,2018
THOMAS, KEVIN,NY,2,DEM,2018
GRECHEN SHIRLEY, LIUBOV LIUBA,NY,2,DEM,2018
RENNHACK, JOHN,NY,2,DEM,2018
GREGORY, DUWAYNE,NY,2,DEM,2018
GOMES, TIM,NY,2,DEM,2018
MICHAILIDIS, CONSTANTINOS,NY,3,NNE,2018
SAUBERMAN, JOSHUA A,NY,3,IND,2018
SLUESTKY, VICTOR,NY,3,GRE,2018
DEBONO, DAN,NY,3,REP,2018
SUOZZI, THOMAS,NY,3,DEM,2018
KAIMAN, JON,NY,3,DEM,2018
RICE, KATHLEEN,NY,4,DEM,2018
BENNO, AMEER,NY,4,REP,2018
MANNIX, BRIAN - NONE -,NY,4,DEM,2018
MARTHONE, JOSEPH R.,NY,5,DEM,2018
CHOUDHURY, MIZANUR,NY,5,DEM,2018
MEEKS, GREGORY W.,NY,5,DEM,2018
ACHILLE, CARL H.,NY,5,DEM,2018
MENG, GRACE,NY,6,DEM,2018
HILLGARDNER, THOMAS J,NY,6,GRE,2018
VELAZQUEZ, NYDIA M.,NY,7,DEM,2018
LIEBERMAN, JOSEPH,NY,7,CRV,2018
KURZON, JEFFREY M,NY,7,DEM,2018
JEFFRIES, HAKEEM,NY,8,DEM,2018
JOHNSON, ERNEST,NY,8,CRV,2018
WHITE, JESSICA L.,NY,8,REF,2018
ANABILAH-AZUMAH, JOEL,NY,9,UNK,2018
JOYNER, JOHN JOSEPH MR JR,NY,9,REP,2018
GAYOT, LUTCHI,NY,9,REP,2018
CLARKE, YVETTE,NY,9,DEM,2018
BUNKEDDEKO, ADEM,NY,9,DEM,2018
NADLER, JERROLD L.,NY,10,DEM,2018
LEVIN, NAOMI,NY,10,REP,2018
LYNCH, HOLLY,NY,10,DEM,2018
EMIG, ZACH,NY,11,DEM,2018
DECILLIS, ALFRED MICHAEL,NY,11,DEM,2018
MOHAN, RADHAKRISHNA,NY,11,DEM,2018
AUBIN, MARK-CHRISTIAN ANTHONY,NY,11,REP,2018
SPERLING, PAUL,NY,11,DEM,2018
BARDEL, HENRY J.,NY,11,GRE,2018
DONOVAN, DAN,NY,11,REP,2018
ROSE, MAX,NY,11,DEM,2018
MELSON, BOYD,NY,11,DEM,2018
VAID, OMAR M,NY,11,DEM,2018
DEVITO, MICHAEL JR,NY,11,DEM,2018
GRIMM, MICHAEL,NY,11,REP,2018
HICKS, SANDER,NY,12,DEM,2018
MALONEY, CAROLYN B.,NY,12,DEM,2018
PATEL, SURAJ,NY,12,DEM,2018
HUTCHINS, SCOTT,NY,12,GRE,2018
RABIN, ELIOT MR.,NY,12,REP,2018
THOMAS, JEFFERSON MR.,NY,13,DEM,2018
ESPAILLAT, ADRIANO,NY,13,DEM,2018
BUTLER, JINEEA THE NEW AM,NY,13,REP,2018
CROWLEY, JOSEPH,NY,14,DEM,2018
PERRI, ELIZABETH,NY,14,CRV,2018
DILLON, JAMES J.,NY,14,REF,2018
PAPPAS, ANTHONY,NY,14,REP,2018
OCASIO-CORTEZ, ALEXANDRIA,NY,14,DEM,2018
SERRANO, JOSE E.,NY,15,DEM,2018
GONZALEZ, JASON D.,NY,15,REP,2018
BRISCOE, JOYCE N.,NY,16,DEM,2018
COLE, DARREN,NY,16,DEM,2018
LAWRENCE, DERICKSON K,NY,16,DEM,2018
LEWIS, JONATHAN,NY,16,DEM,2018
ENGEL, ELIOT L.,NY,16,DEM,2018
CIARDULLO, JOSEPH JOHN,NY,17,REF,2018
LOWEY, NITA M,NY,17,DEM,2018
MALONEY, SEAN PATRICK,NY,18,DEM,2018
BUCHANAN, JARRED ROBERT MR.,NY,18,REP,2018
BROWN, SAKIMA,NY,18,REP,2018
SMITH, SCOTT A,NY,18,NNE,2018
O'DONNELL, JAMES D,NY,18,REP,2018
BRISEE, STEVEN MITCHELL,NY,19,DEM,2018
FASO, JOHN J. MR.,NY,19,REP,2018
CLEGG, DAVID J,NY,19,DEM,2018
SULLIVAN, SUE,NY,19,DEM,2018
GREENFIELD, STEVEN,NY,19,GRE,2018
COHEN, BOB,NY,19,WF,2018
PARKER, LUISA MS.,NY,19,IND,2018
FLYNN, BRIAN,NY,19,DEM,2018
RHODES, GARETH THOMAS,NY,19,DEM,2018
COLLIER, ERIN,NY,19,DEM,2018
NEAL, DIANE,NY,19,NPA,2018
DELGADO, ANTONIO,NY,19,DEM,2018
RYAN, PATRICK,NY,19,DEM,2018
LAMAGNA, DAL,NY,19,IND,2018
BEALS, JEFFREY,NY,19,DEM,2018
TONKO, PAUL DAVID,NY,20,DEM,2018
VITOLLO, FRANCIS JOSEPH,NY,20,REP,2018
KOPSER, JOSEPH,NY,21,DEM,2018
BOYAJIAN, DON,NY,21,DEM,2018
FINLEY, RUSSELL J,NY,21,REP,2018
SCHNIBBE, STEVEN C.,NY,21,REP,2018
STEFANIK, ELISE M.,NY,21,REP,2018
KIM, RONALD JOSEPH MR.,NY,21,DEM,2018
NELSON, PATRICK F,NY,21,DEM,2018
COBB, TEDRA LYNNE MS.,NY,21,DEM,2018
MASTRIANNI, DAVID,NY,21,DEM,2018
WILSON, KATIE,NY,21,DEM,2018
MARTZ, EMILY,NY,21,DEM,2018
KAHN, LYNN SANDRA,NY,21,GRE,2018
RATIGAN, DYLAN,NY,21,DEM,2018
BOONE, TANYA,NY,21,DEM,2018
IDLEMAN, SARA,NY,21,DEM,2018
TENNEY, CLAUDIA,NY,22,REP,2018
MADDEN, PATRICK,NY,22,DEM,2018
PHILLIPS, HEATH,NY,22,DEM,2018
BRINDISI, ANTHONY,NY,22,DEM,2018
GALLANT, RICK,NY,23,DEM,2018
CLASBY, JAMES BRIAN LONE CROW,NY,23,IND,2018
WARRINGTON, KARL MR,NY,23,DEM,2018
REED, THOMAS W,NY,23,REP,2018
WHALEN, CHARLES,NY,23,DEM,2018
MITRANO, TRACY,NY,23,DEM,2018
HERTZLER, JOHN G,NY,23,IND,2018
GOLDEN, IAN,NY,23,DEM,2018
DELLA PIA, MAX HAROLD,NY,23,DEM,2018
ANDREI, LINDA,NY,23,DEM,2018
SUNDQUIST, EDWARD A.,NY,23,DEM,2018
LATESSA, PHILIP JOSEPH,NY,24,DEM,2018
KATKO, JOHN M,NY,24,REP,2018
PEREZ WILLIAMS, JUANITA,NY,24,DEM,2018
SONALLAH, ZACH 1994,NY,24,DEM,2018
BALTER, DANA,NY,24,DEM,2018
BASS, WILLIAM HENRY MR. JR,NY,24,NPA,2018
MESSENGER, ANNE,NY,24,DEM,2018
COMEGYS, CHRISTOPHER SCOTT,NY,24,DEM,2018
MCFADDEN, ADAM,NY,25,DEM,2018
MORELLE, JOSEPH D,NY,25,DEM,2018
WILT, ROBIN,NY,25,DEM,2018
MAXWELL, JAMES T. DR,NY,25,REP,2018
BARNHART, RACHEL,NY,25,DEM,2018
ZENO, RENEE MARIE MISS,NY,26,REP,2018
HIGGINS, BRIAN,NY,26,DEM,2018
DIPIZIO, ROSANNE,NY,26,REP,2018
STANKEVICH, NICHOLAS RICHARD MR.,NY,27,DEM,2018
CASEY, THOMAS P,NY,27,DEM,2018
COLE, ERIN,NY,27,DEM,2018
BUNNY, SEAN,NY,27,DEM,2018
SEAMANS, JOAN ELIZABETH,NY,27,DEM,2018
O'DONNELL, JAMES DESMOND,NY,27,REP,2018
BANKS, JAMES PAUL MR.,NY,27,REP,2018
MCMURRAY, NATHAN DOUGLAS,NY,27,DEM,2018
PIEGZA, LAWRENCE MARK,NY,27,NPA,2018
SETA, ANTHONY J.,OH,1,GRE,2018
RONAN, SAMUEL,OH,1,REP,2018
BARR, ROBERT,OH,1,DEM,2018
PUREVAL, AFTAB,OH,1,DEM,2018
CHABOT, STEVE,OH,1,REP,2018
WEAVER, LAURA ANN,OH,1,DEM,2018
CONDIT, JR., JIM,OH,2,GRE,2018
WENSTRUP, BRAD,OH,2,REP,2018
SMITH, WILLIAM ROBERT,OH,2,DEM,2018
MYERS, STEVE,OH,2,IND,2018
EDWARDS, HAROLD JAMES III,OH,2,DEM,2018
SCHILLER, JILL,OH,2,DEM,2018
EVERHARD, JANET,OH,2,DEM,2018
BURGESS, JAMES E,OH,3,REP,2018
BEATTY, JOYCE,OH,3,DEM,2018
HAJI, ABDULKADIR M,OH,3,REP,2018
JORDAN, JAMES D.,OH,4,REP,2018
GARRETT, JANET PATRICIA MRS.,OH,4,DEM,2018
DENNERLL, NORBERT G.,OH,4,DEM,2018
SLATZER-ROSE, CODY JAMES,OH,4,DEM,2018
MILLER, JOSEPH,OH,4,REP,2018
MACKEY, ANDREW R.,OH,4,DEM,2018
SELLERS, LEAH MS.,OH,4,DEM,2018
NEU, JAMES, JR.,OH,5,DEM,2018
GALBRAITH, JOHN MICHAEL,OH,5,DEM,2018
WOLFRUM, TODD,OH,5,REP,2018
KREIENKAMP, ROBERT,OH,5,REP,2018
LATTA, ROBERT EDWARD,OH,5,REP,2018
OLIVITO, RICHARD A,OH,6,DEM,2018
LANGE, WERNER,OH,6,DEM,2018
JOHNSON, BILL,OH,6,REP,2018
BLAZEK, ROBERT J,OH,6,REP,2018
ROBERTS, SHAWNA,OH,6,DEM,2018
GIBBS, ROBERT,OH,7,REP,2018
PIKUS, PATRICK,OH,7,DEM,2018
ROBERTSON, TERRY,OH,7,REP,2018
HARBAUGH, KENNETH,OH,7,DEM,2018
QUINN, PATRICK J,OH,7,REP,2018
JONES, THEODORE,OH,8,DEM,2018
EBBEN, BILL,OH,8,DEM,2018
SHAW, STEPHEN D,OH,8,DEM,2018
GRUBER, JASON BRADLEY,OH,8,REP,2018
MEIER, MORT W,OH,8,DEM,2018
ENOCH, VANESSA L. DR.,OH,8,DEM,2018
GUYETTE, MATTHEW JOHN,OH,8,DEM,2018
DAVIDSON, WARREN,OH,8,REP,2018
LEVINDOFSKE, MCKENZIE,OH,9,NNE,2018
KRAUS, STEVEN WAYNE,OH,9,REP,2018
KAPTUR, MARCY HON. M.C.,OH,9,DEM,2018
FRANKLIN, W. BENJAMIN,OH,9,REP,2018
GARCIA, JOSHUA M,OH,9,DEM,2018
KRAUS, STEVEN WAYNE MR.,OH,9,REP,2018
COLTON, KEITH C,OH,9,REP,2018
TURNER, MICHAEL R,OH,10,REP,2018
LITTLE, MICHAEL JAMES HARLESS,OH,10,NNE,2018
KLEPINGER, ROBERT P,OH,10,DEM,2018
MILISITS, MICHAEL JOSEPH,OH,10,DEM,2018
MITCHEL, JOHN R,OH,10,REP,2018
ANDERSON, JOHN DAVID,OH,10,REP,2018
GASPER, THERESA,OH,10,DEM,2018
BELL, JAMES JEROME MR.,OH,11,IND,2018
ROSS, FELICIA WASHINGTON,OH,11,DEM,2018
BUTTS, REV PAMELA M PINKNEY,OH,11,DEM,2018
MURRAY, LAVITTA MS,OH,11,DEM,2018
GOLDSTEIN, BEVERLY A.,OH,11,REP,2018
FUDGE, MARCIA L,OH,11,DEM,2018
DUNHAM, GREGORY PAUL,OH,11,REP,2018
LETT, CRYSTAL LYNN,OH,12,DEM,2018
RUSSELL, JOHN,OH,12,DEM,2018
GRISEZ, BRANDON,OH,12,REP,2018
VELEY, JONATHAN ALAN,OH,12,IND,2018
SCOTT, ZACH,OH,12,DEM,2018
WILSON, DOUGLAS A,OH,12,DEM,2018
PETERS, JOHN,OH,12,DEM,2018
SHOEMAKER, MYRL,OH,12,REP,2018
BACON, KEVIN,OH,12,REP,2018
CHIERO, GARY,OH,12,REP,2018
MANLEY, PATRICK WILLIAM MR.,OH,12,REP,2018
KANE, TIM,OH,12,REP,2018
ADAMS, JOHN,OH,12,REP,2018
COHEN, LAWRENCE,OH,12,REP,2018
BALDERSON, TROY,OH,12,REP,2018
O'BRIEN CAROL,OH,12,REP,2018
O'CONNOR, DANIEL JAY,OH,12,DEM,2018
MANCHIK, JOE,OH,12,GRE,2018
LENEGHAN, MELANIE ANN MRS.,OH,12,REP,2018
HALVERSTADT, JONATHAN PHILIP MR.,OH,12,REP,2018
PATTON, JACKIE,OH,12,DEM,2018
ALBERTSON, ED,OH,12,DEM,2018
DEPIZZO, CHRIS,OH,13,REP,2018
RYAN, TIMOTHY,OH,13,DEM,2018
LUCHANSKY, JOHN,OH,13,DEM,2018
CROW, ROBERT,OH,13,DEM,2018
LYRAS, LOUIS GEORGE,OH,13,NON,2018
RADER, ELIZABETH ANNE,OH,14,DEM,2018
CARP, EVAN,OH,14,REP,2018
DIEMAND, LARRY L,OH,14,DEM,2018
HICKEY, ADAM,OH,14,GRE,2018
RAJIAH, JAMES,OH,14,IND,2018
LYNCH, MATT,OH,14,REP,2018
JOYCE, DAVID P,OH,14,REP,2018
MILLER, JOHNATHAN WAYNE MR. JR,OH,15,LIB,2018
STIVERS, STEVE MR.,OH,15,REP,2018
NEAL, RICK,OH,15,DEM,2018
HUPP, RYAN,OH,15,DEM,2018
JARVIS, ROB,OH,15,DEM,2018
HARTMAN, DARRELL LYNN,OH,16,REP,2018
GONZALEZ, ANTHONY E,OH,16,REP,2018
PALMER, SUSAN MORAN,OH,16,DEM,2018
GRUSENMEYER, MICHAEL JOSEPH DR,OH,16,REP,2018
DENT, MARK,OH,16,DEM,2018
HAGAN, CHRISTINA,OH,16,REP,2018
WILSON, JOHN,OH,16,DEM,2018
SERYAK, KIT,OH,16,REP,2018
PATTON, THOMAS F.,OH,16,REP,2018
MULLOY, TJ,OH,16,DEM,2018
GOODRICH, GRANT G.,OH,16,DEM,2018
GODFREY, AARON PAUL,OH,16,DEM,2018
HERN, KEVIN R,OK,1,REP,2018
DOUGLAS, AMANDA,OK,1,DEM,2018
COLEMAN, ANDY,OK,1,REP,2018
HARRIS, TIM,OK,1,REP,2018
DAHM, NATHAN,OK,1,REP,2018
FIELDS, GWENDOLYN,OK,1,DEM,2018
HULLUM, DAVID,OK,1,DEM,2018
KEETER, MARK A,OK,1,DEM,2018
PENDLETON, SCOTT MR.,OK,1,REP,2018
GILPIN, TIM,OK,1,DEM,2018
STOCKSTILL, DANNY,OK,1,REP,2018
MULLIN, MARKWAYNE MR.,OK,2,REP,2018
NICHOLS, JASON,OK,2,DEM,2018
MCINTOSH, ELIJAH,OK,2,DEM,2018
JACKSON, JARRIN DALE,OK,2,REP,2018
PADGETT, DONALD CLAYTON,OK,2,DEM,2018
CASTALDO, RICHARD MICHAEL,OK,2,LIB,2018
MCCARTHY, JOHN,OK,2,REP,2018
JENNER, DOROTHEA VIRGINIA 'BLUE JEANS',OK,2,DEM,2018
FOREMAN, JOHN,OK,2,IND,2018
POST, DYNDA ROSE,OK,2,DEM,2018
JACKSON, BRIAN KELLY,OK,2,REP,2018
THIBODEAUX, MURRAY MARK,OK,3,DEM,2018
ROBBINS, FRANKIE LEE,OK,3,DEM,2018
LUCAS, FRANK D.,OK,3,REP,2018
COLE, TOM,OK,4,REP,2018
MCKENNA, JOHN W,OK,4,DEM,2018
VARNER, MALLORY,OK,4,DEM,2018
PETERS, RUBY,OK,4,IND,2018
BRANNON, MARY,OK,4,DEM,2018
KLUTTS, ROXANN M.,OK,4,DEM,2018
GIPSON, FRED ALLEN,OK,4,DEM,2018
TAYLOR, JAMES,OK,4,REP,2018
PORTER, EDDIE RAY,OK,5,DEM,2018
HORN, KENDRA,OK,5,DEM,2018
GUILD, THOMAS EUGENE,OK,5,DEM,2018
BRITT, ELYSABETH GREGORY,OK,5,DEM,2018
KELLEY-LEONARD, LEONA,OK,5,DEM,2018
MEADE, TYSON TODD,OK,5,DEM,2018
DUNSON, GREGORY,OK,5,REP,2018
BLACK, GWENDOLYN M,OK,5,DEM,2018
EDWARDS, DEJUAN,OK,5,REP,2018
RUSSELL, STEVEN DANE,OK,5,REP,2018
CHENOWETH, HEATHER NICOLE MS.,OK,68,IND,2018
BONAMICI, SUZANNE MS.,OR,1,DEM,2018
HOFER, RICHARD WILLIAM,OR,1,NPA,2018
GRIFFITH, GEORGE,OR,1,REP,2018
BARAJAS, RICKY,OR,1,DEM,2018
STANSFIELD, MICHAEL E,OR,1,DEM,2018
MILLER, PRESTON L,OR,1,REP,2018
VERBEEK, JOHN,OR,1,REP,2018
MCLEOD-SKINNER, JAMIE,OR,2,DEM,2018
CRARY, JAMES 'JIM',OR,2,DEM,2018
WORDHOUSE, ROSS,OR,2,DEM,2018
MASON, RAZ,OR,2,DEM,2018
NEAHRING, JENNIFER,OR,2,DEM,2018
WALDEN, GREGORY P. MR.,OR,2,REP,2018
WHITE, TIMOTHY,OR,2,DEM,2018
BURNETTE, ERIC,OR,2,DEM,2018
ROMERO, PAUL J JR,OR,2,REP,2018
BYRNE, MICHAEL,OR,2,DEM,2018
POLLOCK, RANDY,OR,2,REP,2018
ROBERTS, MARK,OR,2,IND,2018
BLUMENAUER, EARL,OR,3,DEM,2018
