Bonner, Jo#AL#1#REP#2010#1
HUGO, JOHN#MA#5#REP#2018#0
KUCHNIR, LOUIS#MA#5#REP#2018#0
CLARK, KATHERINE#MA#5#DEM#2018#1
SCHNEIDER, JOSEPH#MA#6#REP#2018#0
RACIOPPI, SAMSON 1981#MA#6#LIB#2018#0
RACIOPPI, SAM P 1981#MA#6#LIB#2018#0
LABO, THOMAS MATHEW#MA#6#VET#2018#0
MOULTON, SETH#MA#6#DEM#2018#1
CHARBONNEAU, MARY JEAN#MA#6#IND#2018#0
HERNANDEZ, CARLOS ARMANDO#MA#6#REP#2018#0
MAZEN, NADEEM A#MA#7#DEM#2018#1
CAPUANO, MICHAEL E#MA#7#DEM#2018#1
KEMP, MICHAEL#MA#7#REP#2018#0
PRESSLEY, AYANNA#MA#7#DEM#2018#1
WU, BRIANNA#MA#8#DEM#2018#0.723996866
LYNCH, STEPHEN#MA#8#DEM#2018#0.723996866
VOEHL, CHRISTOPHER L.#MA#8#DEM#2018#0.723996866
KEATING, WILLIAM RICHARD#MA#9#DEM#2018#0.557202507
TEDESCHI, PETER D. MR.#MA#9#REP#2018#0.337645963
CIMBRELO, WILLIAM E#MA#9#DEM#2018#0.557202507
CHAPMAN, JOHN C#MA#9#REP#2018#0.337645963
YAMADA, TARO#MA#15#LIB#2018#0
THALER, MATTHEW KALUS#MD#0#REP#2018#0
WORTON, STEPHEN#MD#1#DEM#2018#0.280304509
BROWN, MICHAEL BERNARD#MD#1#DEM#2018#0.280304509
HARRIS, ANDREW P#MD#1#REP#2018#0.677677616
ELBORN, MARTIN#MD#1#REP#2018#0.677677616
TAYLOR, LAMONT#MD#1#REP#2018#0.677677616
MARTIN, JENICA#MD#1#LIB#2018#0.042017875
COLVIN, JESSE#MD#1#DEM#2018#0.280304509
GALBRAITH, ALLISON MS.#MD#1#DEM#2018#0.280304509
LANE, ERIK#MD#1#DEM#2018#0.280304509
PULLEN, MICHAEL MR.#MD#1#DEM#2018#0.280304509
RUPPERSBERGER, C.A. DUTCH#MD#2#DEM#2018#0.622213877
MIMOUN, GUILLAUME MR#MD#2#GRE#2018#0
OWENS, HUBERT JR#MD#2#REP#2018#0.332543789
SHELL, MARK GERALD#MD#2#REP#2018#0.332543789
PRETOT, JAKE#MD#2#DEM#2018#0.622213877
MATORY, LIZ#MD#2#REP#2018#0.332543789
CARNEY, MICHAEL#MD#2#LIB#2018#0.045242334
TOLAND, MITCHELL J MR.#MD#2#REP#2018#0.332543789
SEYFFERTH, ROBERT#MD#3#REP#2018#0.344603919
ROSAS, RAUL EDUARDO#MD#3#DEM#2018#0.628151471
SARBANES, JOHN P. MR.#MD#3#DEM#2018#0.628151471
EVANS, J.D.#MD#3#REP#2018#0.344603919
ANTHONY, CHARLES#MD#3#REP#2018#0.344603919
REA, JOHN#MD#3#DEM#2018#0.628151471
LASHAR, JAMES DAVID#MD#3#LIB#2018#0
ADAM DAVIDSON DEMARCO#MD#3#DEM#2018#0.628151471
BLACK, THEREASA MARIE#MD#4#DEM#2018#0.740917425
THERRIEN, DAVID#MD#4#REP#2018#0.216195844
BROWN, ANTHONY#MD#4#DEM#2018#0.740917425
BISHOP, DAVE#MD#4#LIB#2018#0.017907103
BISHOP, DAVID ANTHONY DARK HORSE#MD#4#LIB#2018#0.017907103
HOYER, STENY#MD#5#DEM#2018#0.672663764
RICE, JONATHON MARK#MD#5#REP#2018#0.297151178
PULCHER, JACOB#MD#5#LIB#2018#0.030185058
FRITZ, DENNIS L.#MD#5#DEM#2018#0.672663764
DEVINE, WILLIAM A., III#MD#5#REP#2018#0.297151178
ELDER, PATRICK J.#MD#5#GRE#2018#0
ROHRS, BRADLEY STEPHEN#MD#6#REP#2018#0.409236127
YEH, CHIN CHUAN#MD#6#UN#2018#0
FRICK, C. WILLIAM#MD#6#DEM#2018#0.553641248
GRAVES, CHRISTOPHER#MD#6#DEM#2018#0.553641248
LLOYD, LISA#MD#6#REP#2018#0.409236127
MOSSBURG, MATT MR.#MD#6#REP#2018#0.409236127
HOEBER, AMIE#MD#6#REP#2018#0.409236127
ATHEY, TED#MD#6#UN#2018#0
SCHWARTZ, PAUL KENNETH#MD#6#DEM#2018#0.553641248
CALDWELL, KEVIN TEROME MR#MD#6#LIB#2018#0.02057917
ELSASSER, KURT MARTIN MR II#MD#6#REP#2018#0.409236127
ENGLISH, GEORGE#MD#6#DEM#2018#0.553641248
GLUCK , GEORGE#MD#6#GRE#2018#0.016543454
HEARSEY, CHRIS#MD#6#DEM#2018#0.553641248
DUCK, ANDREW JAMES#MD#6#DEM#2018#0.553641248
MILLER, ARUNA#MD#6#DEM#2018#0.553641248
MANNO, ROGER#MD#6#DEM#2018#0.553641248
TRONE, DAVID#MD#6#DEM#2018#0.553641248
HASHIMI, NADIA DR#MD#6#DEM#2018#0.553641248
MOSER, JOHN#MD#7#DEM#2018#0.750988506
VAUGHN, CARROGAN R#MD#7#REP#2018#0.219150806
BLY, RAY#MD#7#REP#2018#0.219150806
PEARSON, MICHAEL TYRONE#MD#7#REP#2018#0.219150806
HARRIS, THOMAS E. 'PINKSTON'#MD#7#REP#2018#0.219150806
CARTER, ANTHONY SR.#MD#7#DEM#2018#0.750988506
NEWTON, WILLIAM#MD#7#REP#2018#0.219150806
SMITH, CHARLES U#MD#7#DEM#2018#0.750988506
STOKES, CHARLES#MD#7#DEM#2018#0.750988506
DAVIS, RICHMOND#MD#7#REP#2018#0.219150806
GRIGGS, DAVID R.#MD#7#LIB#2018#0
CUMMINGS, ELIJAH E#MD#7#DEM#2018#0.750988506
PAUL, UTAM#MD#8#DEM#2018#0.593092842
RASKIN, JAMIE#MD#8#DEM#2018#0.593092842
MATORY, LIZ#MD#8#REP#2018#0.356466526
WUNDER, JASEN#MD#8#LIB#2018#0.020236902
SPRING, SUMMER#MD#8#DEM#2018#0.593092842
COOPER, BRIDGETTE L.#MD#8#REP#2018#0.356466526
WALSH, JOHN#MD#8#REP#2018#0.356466526
WILLIAMS, VICTOR#MD#8#REP#2018#0.356466526
STANTON, ERIC#ME#1#REP#2018#0.42120182
PINGREE, CHELLIE M#ME#1#DEM#2018#0.57879818
HOLBROOK, MARK IRVING DR#ME#1#REP#2018#0.42120182
GROHMAN, MARTIN JAMES#ME#1#IND#2018#0
VANHELSING, DANIELLE RAVYN MS.#ME#2#UN#2018#0
CLEAVES, PHILIP J MR JR#ME#2#DEM#2018#0.450844931
ST. CLAIR, LUCAS#ME#2#DEM#2018#0.450844931
BEAR, HENRY JOHN#ME#2#GRE#2018#0
OLSON, CRAIG#ME#2#DEM#2018#0.450844931
GOLDEN, JARED#ME#2#DEM#2018#0.450844931
POLIQUIN, BRUCE L#ME#2#REP#2018#0.549155069
HOAR, WILL RAWLE SHERIDAN#ME#2#UN#2018#0
KRESGE, BRIAN PHILLIP MR#ME#2#LIB#2018#0
BOND, TIFFANY#ME#2#NON#2018#0
FULFORD, JONATHAN STEVEN#ME#2#DEM#2018#0.450844931
RICH, TIMOTHY A#ME#2#DEM#2018#0.450844931
FERGUSON, DANA ALAN#MI#1#DEM#2018#0.396884195
BERGMAN, JOHN#MI#1#REP#2018#0.553180431
BRADY, DWIGHT JOHN MR.#MI#1#DEM#2018#0.396884195
MORGAN, MATTHEW WADE#MI#1#DEM#2018#0.396884195
GRAESER, RONALD E.#MI#2#OTH#2018#0
HUIZENGA, WILLIAM P#MI#2#REP#2018#0.627491917
DAVIDSON, ROBERT MICHAEL DR#MI#2#DEM#2018#0.324139129
SCHILLER, NICHOLAS ADAM#MI#2#DEM#2018#0.324139129
GERRARD, THEODORE BROOKS#MI#3#OTH#2018#0
THOMAS, JEFFREY DANIEL#MI#3#DEM#2018#0.37517052
WOODEN, WELDON FREDERICK MR.#MI#3#DEM#2018#0.37517052
ALBRO, CATHERINE#MI#3#DEM#2018#0.37517052
AMASH, JUSTIN#MI#3#REP#2018#0.594460805
HALL, MATTHEW#MI#3#REP#2018#0.594460805
SMITH, DOUGLAS MARK MR. JR.#MI#3#IND#2018#0
HILLIARD, JEROME C#MI#4#DEM#2018#0.320750355
ADAMS, DION#MI#4#DEM#2018#0.320750355
MOOLENAAR, JOHN MR.#MI#4#REP#2018#0.616223903
BIGNELL, MARK#MI#4#DEM#2018#0.320750355
KOZICKI, ZIGMOND A#MI#4#DEM#2018#0.320750355
KILDEE, DANIEL T.#MI#5#DEM#2018#0.611759393
WINES, TRAVIS RYAN#MI#5#REP#2018#0.350944094
EICHHOLZ, RICH#MI#6#DEM#2018#0.364380555
CLEMENTS, PAUL COLIN#MI#6#DEM#2018#0.364380555
UPTON, FREDERICK STEPHEN#MI#6#REP#2018#0.586256581
BENAC, DAVID T DR II#MI#6#DEM#2018#0.364380555
FRANKLIN, GEORGE#MI#6#DEM#2018#0.364380555
LONGJOHN, MATT#MI#6#DEM#2018#0.364380555
GRAY, AIDA ESTRADA#MI#6#DEM#2018#0.364380555
GARROD, EPONINE ELIZABETH#MI#6#DEM#2018#0.364380555
FRIDAY, STEVEN#MI#7#DEM#2018#0.400712727
WALBERG, TIMOTHY L REP#MI#7#REP#2018#0.550127679
DRISKELL, GRETCHEN#MI#7#DEM#2018#0.400712727
BISHOP, MIKE#MI#8#REP#2018#0.560365079
SMITH, CHRISTOPHER E.#MI#8#DEM#2018#0.391827958
KUMAR, LOKESH#MI#8#REP#2018#0.560365079
DOMANIK, DARLENE MARIA JD#MI#8#DEM#2018#0.391827958
KEEFE, LINDA#MI#8#DEM#2018#0.391827958
SLOTKIN, ELISSA#MI#8#DEM#2018#0.391827958
ELLISON, BRIAN JAMES#MI#8#LIB#2018#0.026203622
MCDERMOTT, JOHN V.#MI#9#GRE#2018#0.019181842
LEVIN, ANDY#MI#9#DEM#2018#0.579110591
LIPTON, ELLEN#MI#9#DEM#2018#0.579110591
BROOK, MARTIN#MI#9#DEM#2018#0.579110591
BIEDA, STEVEN#MI#9#DEM#2018#0.579110591
STEARNS, CANDIUS MRS.#MI#9#REP#2018#0.373967583
MIKKELSON, HARLEY#MI#10#GRE#2018#0.01505001
MITCHELL, PAUL III#MI#10#REP#2018#0.630387303
PERUSKI, JEREMY MICHAEL#MI#10#IND#2018#0
ACCAVITTI, FRANK JR#MI#10#DEM#2018#0.323414789
BIZON, KIMBERLY ANN#MI#10#DEM#2018#0.323414789
MCCARTHY, MICHAEL MR.#MI#10#DEM#2018#0.323414789
STEVENS, HALEY#MI#11#DEM#2018#0.401707982
KESTO, KLINT#MI#11#REP#2018#0.529392688
RACZKOWSKI, A. ROCKY#MI#11#REP#2018#0.529392688
EPSTEIN, LENA ROSE#MI#11#REP#2018#0.529392688
NYE, COOPER JON#MI#11#IND#2018#0.043759459
HABERMAN, DANIEL#MI#11#DEM#2018#0.401707982
SAAD, FAYROUZ#MI#11#DEM#2018#0.401707982
GREIMEL, TIM#MI#11#DEM#2018#0.401707982
GUPTA, SUNEEL#MI#11#DEM#2018#0.401707982
SKINNER, NANCY#MI#11#DEM#2018#0.401707982
BONDS, KRISTINE#MI#11#REP#2018#0.529392688
BENTIVOLIO, KERRY#MI#11#REP#2018#0.529392688
KOWALL, MICHAEL W#MI#11#REP#2018#0.529392688
SCHWARTZ, LEONARD CHARLES#MI#11#LIB#2018#0.025139871
HEISE, KURT#MI#11#REP#2018#0.529392688
WALKOWICZ, GARY#MI#12#OTH#2018#0
YOUNG, STEPHEN ROBERT NEALE#MI#12#GRE#2018#0.01333252
NIEMUTH, NILES#MI#12#SEP#2018#0
JONES, JEFF#MI#12#REP#2018#0.292348293
DINGELL, DEBBIE#MI#12#DEM#2018#0.643506117
WHITE, KENTIEL D MR.#MI#13#DEM#2018#0.770104752
JOHNSON, SAM#MI#13#OTH#2018#0
JACKSON, SHANELLE#MI#13#DEM#2018#0.770104752
DILLARD, GODFREY J SR#MI#13#DEM#2018#0.770104752
TLAIB, RASHIDA#MI#13#DEM#2018#0.770104752
YOUNG, COLEMAN ALEXANDER MR. II#MI#13#DEM#2018#0.770104752
CONYERS, IAN#MI#13#DEM#2018#0.770104752
HILL KNOTT, KIMBERLY#MI#13#DEM#2018#0.770104752
CONYERS, JOHN III#MI#13#DEM#2018#0.770104752
JONES, BRENDA#MI#13#DEM#2018#0.770104752
SOSNOWSKI, MARC#MI#13#UST#2018#0
WILCOXON, D. ETTA#MI#13#GRE#2018#0
GILMORE, MICHAEL#MI#13#DEM#2018#0.770104752
HILL, RYAN#MI#13#DEM#2018#0.770104752
RAPHOON, MEGAN RENEE#MI#13#IND#2018#0
WILD, WILLIAM R.#MI#13#DEM#2018#0.770104752
LAWRENCE, BRENDA LULENAR#MI#14#DEM#2018#0.785071364
HERSCHFUS, MARC S#MI#14#REP#2018#0.186804038
AKZAM, JOHNNY ALAN#MN#1#DFL#2018#0
WILLIAMS, STEVE#MN#1#REP#2018#0.496202358
MINEHART, COLIN JAMES#MN#1#DFL#2018#0
NELSON, CARLA JEAN#MN#1#REP#2018#0.496202358
HAGEDORN, JAMES#MN#1#REP#2018#0.496202358
MUSTAFA, REGINA ANNE#MN#1#DFL#2018#0
JENSEN, VICKI#MN#1#DEM#2018#0.503797642
FEEHAN, DANIEL#MN#1#DFL#2018#0
WRIGHT, RICHARD THOMAS#MN#1#DFL#2018#0
AUSTINSON, JOHN WAYNE#MN#1#DEM#2018#0.503797642
RIES, ROBERT ARNOLD MR.#MN#1#DEM#2018#0.503797642
SULLIVAN, JOE#MN#1#DEM#2018#0.503797642
CANDLER, ANDREW#MN#1#REP#2018#0.496202358
SVENSON, BRADLEY#MN#2#IDP#2018#0
ERDMANN, JEFF#MN#2#DEM#2018#0.451609154
CRAIG, ANGELA DAWN#MN#2#DEM#2018#0.451609154
LEWIS, JASON MARK MR.#MN#2#REP#2018#0.470420007
DONAHUE, ALICIA#MN#3#DFL#2018#0
SANTA MARIA, BRIAN SANTA MR.#MN#3#DEM#2018#0.431385144
PAULSEN, ERIK MR.#MN#3#REP#2018#0.568614856
PHILLIPS, DEAN#MN#3#DFL#2018#0
YOUNG, COLE#MN#3#DFL#2018#0
JENNINGS, ADAM THOMAS#MN#3#DEM#2018#0.431385144
MOGHUL, FASIL#MN#4#DEM#2018#0.577848907
MCCOLLUM, BETTY#MN#4#DFL#2018#0
RYAN, GREGORY#MN#4#REP#2018#0.344815683
SINDT, SUSAN PENDERGAST#MN#4#OTH#2018#0
HASSAN, MUAD#MN#4#DFL#2018#0
ROSSELL, REID#MN#4#DFL#2018#0
TORRES RAY, PATRICIA#MN#5#DEM#2018#0.691681241
ZIELINSKI, JENNIFER L#MN#5#REP#2018#0.223202426
ANDERSON KELLIHER, MARGARET#MN#5#DEM#2018#0.691681241
ABDULAHI, JAMAL MR.#MN#5#DEM#2018#0.691681241
OMAR, ILHAN#MN#5#DFL#2018#0
CHAMPION, BOBBY JOE#MN#5#DFL#2018#0
KELLIHER, MARGARET ANDERSON#MN#5#DFL#2018#0
CARNEY, BOB 'AGAIN' JR.#MN#5#REP#2018#0.223202426
FLANAGAN, PEGGY#MN#5#DFL#2018#0
DIBBLE, SCOTT#MN#5#DEM#2018#0.691681241
KOVACS, JOSEPH SCOTT#MN#5#REP#2018#0.223202426
TORRES, PATRICIA#MN#5#DFL#2018#0
DRAKE, FRANK NELSON#MN#5#DFL#2018#0
CHAMBERLIN, CHRISTOPHER WILLIAM#MN#5#REP#2018#0.223202426
EMMER, THOMAS EARL JR.#MN#6#REP#2018#0.656770723
KERN, ALIENA JEANENE#MN#6#REP#2018#0.656770723
MUNRO , PATRICK#MN#6#REP#2018#0.656770723
HILE, BRIAN DAVID MR#MN#6#DFL#2018#0
TODD, IAN ANDREW#MN#6#DFL#2018#0
PROSCH, MATT#MN#7#REP#2018#0.474856363
SHERMAN, JAYESUN ISRAEL MR.#MN#7#REP#2018#0.474856363
HUGHES, DAVID#MN#7#REP#2018#0.474856363
ENSTAD, CHAD LEE#MN#7#IDP#2018#0
MILLER, TIM#MN#7#REP#2018#0.474856363
PETERSON, COLLIN CLARK#MN#7#DEM#2018#0.525143637
SORENSEN, SOREN CHRISTIAN MR.#MN#8#DFL#2018#0
WELTY, HARRY ROBB#MN#8#REP#2018#0.497177156
METSA, JASON#MN#8#DFL#2018#0
KENNEDY, KIRSTEN HAGEN#MN#8#DFL#2018#0
SANDMAN, RAY HENRY JOHN (SKIP)#MN#8#IND#2018#0
STAUBER, PETE#MN#8#REP#2018#0.497177156
RADINOVICH, JOSEPH#MN#8#DFL#2018#0
LEE, MICHELLE DENISE#MN#8#DEM#2018#0.502822844
PHIFER, LEAH#MN#8#DFL#2018#0
LOMBARDI-OLIVE, CAMILLE#MO#1#REP#2018#0.199641472
BOLHAFNER, SUSAN#MO#1#DEM#2018#0.754877612
DAVIDSON, DEMARCO KAUREEN#MO#1#DEM#2018#0.754877612
VROMAN, ROBERT#MO#1#REP#2018#0.199641472
CLAY, WILLIAM LACY JR#MO#1#DEM#2018#0.754877612
BUSH, CORI#MO#1#DEM#2018#0.754877612
CUNNINGHAM, ROBB E.#MO#1#LIB#2018#0.045480917
SHIPP, JOSHUA#MO#1#DEM#2018#0.754877612
VAN DEVENTER, EDWARD L JR#MO#1#REP#2018#0.199641472
WAGNER, ANN L.#MO#2#REP#2018#0.58590785
DUNAWAY, KELLIN LYNN#MO#2#DEM#2018#0.37616439
OSMACK, MARK#MO#2#DEM#2018#0.37616439
SACHS, NOGA#MO#2#REP#2018#0.58590785
VANOSTRAN, CORT#MO#2#DEM#2018#0.37616439
MESSMER, JOHN P.#MO#2#DEM#2018#0.37616439
ARNOLD, DAVID JUSTUS#MO#2#GRE#2018#0.009418155
HAZEL, ROBERT W#MO#2#DEM#2018#0.37616439
KIRK, LARRY A#MO#2#LIB#2018#0.028509606
HAAS, WILLIAM C#MO#2#DEM#2018#0.37616439
GEPPERT, KATY#MO#3#DEM#2018#0.279357568
LUETKEMEYER, W BLAINE#MO#3#REP#2018#0.678413328
BICKNELL, CHADWICK#MO#3#REP#2018#0.678413328
KIEHNE, JOHN#MO#3#DEM#2018#0.279357568
STOLLE, DONALD V#MO#3#LIB#2018#0.032454151
HOAGENSON, SUZANNE RENEE#MO#4#DEM#2018#0.278457625
WEBB, JOHN#MO#4#REP#2018#0.67827497
BOURGEOIS, JENNA MARIE MS.#MO#4#REP#2018#0.67827497
HARTZLER, VICKY#MO#4#REP#2018#0.67827497
BLISS, MARK#MO#4#LIB#2018#0.043267405
KOONSE, STEVEN#MO#4#LIB#2018#0.043267405
THOMPSON, HALLIE JESS#MO#4#DEM#2018#0.278457625
CLEAVER, EMANUEL II#MO#5#DEM#2018#0.584315887
CAMBERS, KRESS FRANKLIN#MO#5#REP#2018#0.385462506
LASATER, BRENT THURSTON#MO#5#REP#2018#0.385462506
TURK, JACOB#MO#5#REP#2018#0.385462506
SPRAGINS, CISSE#MO#5#LIB#2018#0.030221606
COPELAND, MAURICE#MO#5#GRE#2018#0
OAKS, RICHONDA#MO#5#REP#2018#0.385462506
FREDLAND, E.C.#MO#5#OTH#2018#0
HOWELL, ALEXANDER#MO#5#LIB#2018#0.030221606
ANDRES, EDWARD H#MO#6#DEM#2018#0.283478876
MARTIN, HENRY ROBERT#MO#6#DEM#2018#0.283478876
CHERY, JACQUES#MO#6#DEM#2018#0.283478876
ANDRES, ED#MO#6#DEM#2018#0.283478876
HOGAN, DAN#MO#6#LIB#2018#0.023149759
APPLE, GARY WINSTON#MO#6#DEM#2018#0.283478876
GRAVES, SAMUEL B JR 'SAM'#MO#6#REP#2018#0.681288979
SCHOOLCRAFT, JAMIE DANIEL#MO#7#DEM#2018#0.273774917
EVANS, JIM#MO#7#REP#2018#0.67562458
JENNINGS, VINCE D 1955#MO#7#DEM#2018#0.273774917
FAUCETT, PEYTON C. MR.#MO#7#DEM#2018#0.273774917
LONG, BILLY MR.#MO#7#REP#2018#0.67562458
DE LA TORRE, JOHN FARMER#MO#7#DEM#2018#0.273774917
HOLCOMB, BENJAMIN#MO#7#REP#2018#0.67562458
HATFIELD, KENNETH#MO#7#DEM#2018#0.273774917
NORRIS, LANCE#MO#7#REP#2018#0.67562458
BRIXEY, BENJAMIN T.#MO#7#LIB#2018#0.050600503
ELLIS, KATHRYN GAIL#MO#8#DEM#2018#0.226624462
SMITH, JASON T#MO#8#REP#2018#0.744025711
SHELL, JONATHAN#MO#8#LIB#2018#0.029349826
SABLAN, GREGORIO KILILI CAMACHO#MP#0#IND#2018#0
DEMAPAN, ANGEL ALDAN#MP#1#REP#2018#0
SMITH, CARLTON ELLIOTT#MS#1#DEM#2018#0.278334864
KELLY, JOHN TRENT TRENT#MS#1#REP#2018#0.701094931
HILL, TRACELLA LOU O'HARA#MS#1#REF#2018#0
WADKINS, RANDY MACK DR.#MS#1#DEM#2018#0.278334864
HARRIS, IRVING#MS#2#REF#2018#0
THOMPSON, BENNIE G.#MS#2#DEM#2018#0.667984627
RAY, TROY#MS#2#IND#2018#0.024424069
GUEST, MICHAEL PATRICK#MS#3#REP#2018#0.669353298
DUNN, MORGAN#MS#3#REP#2018#0.669353298
PARKER, PERRY MR.#MS#3#REP#2018#0.669353298
TATE, KATHERINE BITZI#MS#3#REP#2018#0.669353298
AYCOX, KEVIN MICHAEL#MS#3#DEM#2018#0.302878252
DOTY, SALLY#MS#3#REP#2018#0.669353298
HUGHES, WHIT MR.#MS#3#REP#2018#0.669353298
HOLLAND, MATTHEW#MS#3#REF#2018#0
EVANS, MICHAEL TED#MS#3#DEM#2018#0.302878252
ROSE, E BRIAN#MS#4#REP#2018#0.670481743
ANDERSON, JERAMEY DEWAYNE#MS#4#DEM#2018#0.276534667
PALAZZO, STEVEN MCCARTY#MS#4#REP#2018#0.670481743
SHEETS, LAJENA#MS#4#REF#2018#0
TURNER, WILLIAM HARRISON#MS#4#IND#2018#0
SWANSON, ELINOR#MT#0#LIB#2018#0
MOSS, LYNDA BOURQUE#MT#0#DEM#2018#0
BUTTREY, FRANCIS EDWARD#MT#0#REP#2018#0
MILLER, KEN#MT#0#REP#2018#0
WALKER, EDWARD ALAN#MT#0#REP#2018#0
WEST, DAN#MT#0#DEM#2018#0
KIER, GRANT#MT#0#DEM#2018#0
GIANFORTE, GREG#MT#0#REP#2018#0
WILLIAMS, KATHLEEN#MT#0#DEM#2018#0
WICKS, MARK L#MT#0#LIB#2018#0
MCCARTHY, KELLY#MT#0#DEM#2018#0
CAMPBELL, DOUGLAS BRUCE II#MT#0#UNK#2018#0
PETTINATO, JARED SCOTT MR.#MT#0#DEM#2018#0
WOODS, TOM#MT#0#DEM#2018#0
TURIANO, DREW#MT#0#REP#2018#0
HEENAN, JOHN#MT#0#DEM#2018#0
MEYER, JOHN#MT#0#DEM#2018#0
QUIST, ROBERT E.#MT#0#DEM#2018#0
ABRAMS, DR MARCIA KAREN#NC#0#REP#2018#0
BUTTERFIELD, G. K.#NC#1#DEM#2018#0.686036387
ALLISON, ROGER#NC#1#REP#2018#0.290150794
ROMLEY, KEN#NC#2#DEM#2018#0.43269855
MILLER, JUSTIN K THERMOCHEM#NC#2#DEM#2018#0.43269855
STRICKLAND, TIMMY MR.#NC#2#UN#2018#0
HOLDING, GEORGE E MR.#NC#2#REP#2018#0.56730145
MURPHY, DAN#NC#2#2#2018#0
COLEMAN, LINDA#NC#2#DEM#2018#0.43269855
MATEMU, JAPHETH#NC#2#LIB#2018#0
SEARCY, SAM#NC#2#DEM#2018#0.43269855
CHESSER, GREGORY#NC#2#REP#2018#0.56730145
MAY, WENDY#NC#2#DEM#2018#0.43269855
JONES, WALTER B#NC#3#REP#2018#0.673813026
DACEY, SCOTT#NC#3#REP#2018#0.673813026
LAW, PHILIP#NC#3#REP#2018#0.673813026
BRIAN, LEE ANDREA MS.#NC#4#REP#2018#0.317783138
WATKINS, RICHARD LEE III#NC#4#DEM#2018#0.682216862
HOWE, BARBARA#NC#4#LIB#2018#0
PRICE, DAVID E#NC#4#DEM#2018#0.682216862
WHITLOCK, PERRY THOMPSON#NC#4#LIB#2018#0
LAWS, MICHELLE#NC#4#DEM#2018#0.682216862
LOOR, STEVE#NC#4#REP#2018#0.317783138
ADAMS, DENISE DARCEL#NC#5#DEM#2018#0.415350602
MARSHALL, JENNIFER#NC#5#DEM#2018#0.415350602
VERA, MATTHEW#NC#5#REP#2018#0.584649398
FOXX, VIRGINIA ANN#NC#5#REP#2018#0.584649398
GENTRY, DILLON SPURGEON#NC#5#REP#2018#0.584649398
MEADER, CORTLAND#NC#5#REP#2018#0.584649398
WALKER, BRADLEY MARK MR.#NC#6#REP#2018#0.592808236
WATTS, RYAN#NC#6#DEM#2018#0.407191764
WONG, GERALD#NC#6#DEM#2018#0.407191764
HORNEY, MARGOT MS#NC#6#DEM#2018#0.407191764
HORTON, LAUREN#NC#7#DEM#2018#0.390220665
GARDNER, JONAH#NC#7#DEM#2018#0.390220665
ROUZER, DAVID CHESTON#NC#7#REP#2018#0.609779335
ACKER, BRANDON W.#NC#7#DEM#2018#0.390220665
PARKER, GRAYSON#NC#7#DEM#2018#0.390220665
TIEGEL, MARC#NC#8#DEM#2018#0.411565212
MCNEILL, FRANK#NC#8#DEM#2018#0.411565212
HUFFMAN, JEFFREY SCOTT#NC#8#DEM#2018#0.411565212
HUFFMAN, SCOTT#NC#8#DEM#2018#0.411565212
HUDSON, RICHARD L. JR.#NC#8#REP#2018#0.588434788
WARREN, MARIA COLLINS#NC#9#DEM#2018#0.417437955
MCCREADY, DANIEL#NC#9#DEM#2018#0.417437955
HARRIS, MARK#NC#9#REP#2018#0.582562045
PITTENGER, ROBERT M THE HONORABLE#NC#9#REP#2018#0.582562045
JORGENSEN, BRANDON WILLIAM MR.#NC#9#DEM#2018#0.417437955
CANO, FERNANDO#NC#9#DEM#2018#0.417437955
SCOTT, JEFF#NC#9#LIB#2018#0
GOINS, CLARENCE#NC#9#REP#2018#0.582562045
GRAHAM, SAMARIA#NC#10#UNK#2018#0
BROWN, DAVID#NC#10#DEM#2018#0.368458138
MCHENRY, PATRICK#NC#10#REP#2018#0.631541862
WILEY, ALBERT LEE JR#NC#10#REP#2018#0.631541862
GREGORY, JEFF#NC#10#REP#2018#0.631541862
QUEEN, KENNETH PAUL#NC#10#DEM#2018#0.368458138
BLANKENSHIP, SETH BRADEN#NC#10#REP#2018#0.631541862
COLLIAS, GINA#NC#10#REP#2018#0.631541862
ROBERTS, IRA#NC#10#REP#2018#0.631541862
COFFAY, MATT#NC#11#DEM#2018#0.358362597
MEADOWS, MARK R#NC#11#REP#2018#0.641637403
PRICE, PHILLIP#NC#11#DEM#2018#0.358362597
ARCHERD, CHARLES WALLACE#NC#11#REP#2018#0.641637403
INGRAM, CLIFTON B JR#NC#11#LIB#2018#0
MONEY, CHRISTOPHER#NC#11#REP#2018#0.641637403
WOODSMALL, STEVE#NC#11#DEM#2018#0.358362597
DONALDSON, SCOTT#NC#11#DEM#2018#0.358362597
DONALDSON, D#NC#11#DEM#2018#0.358362597
ADAMS, ALMA SHEALEY#NC#12#DEM#2018#0.6704808
WRIGHT, PAUL#NC#12#REP#2018#0.3295192
YOUNG, WILLIAM KEITH#NC#12#DEM#2018#0.6704808
BONHAM, PAUL#NC#12#REP#2018#0.3295192
PERSSON, CARL#NC#12#REP#2018#0.3295192
ORTIZ, GABRIEL#NC#12#DEM#2018#0.6704808
REGISTER, BENJAMIN#NC#12#DEM#2018#0.6704808
MANNING, KATHY#NC#13#DEM#2018#0.438582073
COKER, ADAM#NC#13#DEM#2018#0.438582073
MCMILLER, BENIAH#NC#13#DEM#2018#0.438582073
BUDD, THEODORE P.#NC#13#REP#2018#0.561417927
BAILEY, THOMAS AARON#NC#13#LIB#2018#0
HANSON, BEN#ND#0#DEM#2018#0
ARMSTRONG, KELLY#ND#0#REP#2018#0
