Bonner, Jo#AL#1#REP#2006#112944#
Murphy, Robert T.#OK#5#IND#2014#2176#
Boggs, Tom#OK#5#IND#2014#2065#
Ray, Buddy#OK#5#IND#2014#1470#[0.600956432669528, 0.3631553480422037, 0.013674096510466088, 0.012976566771191394, 0.009237556006610822]
Bonamici, Suzanne#OR#1#OTHER#2014#160038#
Yates, Jason#OR#1#OTHER#2014#96245#
Foster, James#OR#1#LIB#2014#11213#
Reynolds, Steven C.#OR#1#OTHER#2014#11163#[0.5743148435901945, 0.34538629651294234, 0.04023914533533817, 0.04005971456152502]
Walden, Greg#OR#2#REP#2014#202374#
Christofferson, Aelea#OR#2#DEM#2014#73785#
Durbin, Sharon L.#OR#2#LIB#2014#10491#[0.7059968602825746, 0.25740450026164313, 0.03659863945578231]
Blumenauer, Earl#OR#3#DEM#2014#211748#
Buchal, James#OR#3#OTHER#2014#57424#
Meo, Michael#OR#3#OTHER#2014#12106#
Langan, Jeffrey J.#OR#3#LIB#2014#6381#
Walker, David#OR#3#OTHER#2014#4009#[0.7259898240465187, 0.196881385685094, 0.0415060959721327, 0.02187761427376332, 0.013745080022491326]
DeFazio, Peter A.#OR#4#OTHER#2014#181624#
Robinson, Art#OR#4#OTHER#2014#116534#
Beilstein, Mike#OR#4#OTHER#2014#6863#
Chester, David L.#OR#4#LIB#2014#4676#[0.5864570854738664, 0.376283916214881, 0.022160369651627234, 0.015098628659625376]
Schrader, Kurt#OR#5#DEM#2014#150944#
Smith, Tootie#OR#5#REP#2014#110332#
Sannes, Marvin#OR#5#OTHER#2014#7674#
Baldwin, Raymond#OR#5#OTHER#2014#6208#
Souza, Daniel K.#OR#5#LIB#2014#5198#[0.5384011756481045, 0.3935424959694103, 0.027372340880880024, 0.022143274978955328, 0.018540712522649775]
Brady, Robert A.#PA#1#DEM#2014#131248#
Rath, Megan#PA#1#REP#2014#27193#[0.8283714442600084, 0.17162855573999156]
Fattah, Chaka#PA#2#DEM#2014#181141#
James, Armond#PA#2#REP#2014#25397#[0.8770347345282709, 0.12296526547172917]
Kelly, Mike#PA#3#REP#2014#113859#
Lavallee, Dan#PA#3#DEM#2014#73931#[0.606310240161883, 0.39368975983811705]
Perry, Scott#PA#4#REP#2014#147090#
Thompson, Linda Deliah#PA#4#DEM#2014#50250#[0.7453633323198541, 0.2546366676801459]
Thompson, Glenn GT#PA#5#REP#2014#115018#
Taylor, Kerith Strano#PA#5#DEM#2014#65839#[0.6359610078680947, 0.3640389921319053]
Costello, Ryan#PA#6#REP#2014#119643#
Trivedi, Manan#PA#6#DEM#2014#92901#[0.5629093270099368, 0.4370906729900632]
Meehan, Patrick L.#PA#7#REP#2014#145869#
Balchunis, Mary Ellen#PA#7#DEM#2014#89256#[0.6203891547049442, 0.37961084529505584]
Fitzpatrick, Michael G.#PA#8#REP#2014#137731#
Strouse, Kevin#PA#8#DEM#2014#84767#[0.6190212945734344, 0.38097870542656564]
Shuster, Bill#PA#9#REP#2014#110094#
Hartzok, Alanna#PA#9#DEM#2014#63223#[0.6352175493459961, 0.36478245065400394]
Marino, Tom#PA#10#REP#2014#112851#
Brion, Scott F.#PA#10#DEM#2014#44737#
Troiano, Nicholas#PA#10#IND#2014#22734#[0.6258304588458424, 0.24809507436696576, 0.1260744667871918]
Barletta, Lou#PA#11#REP#2014#122464#
Ostrowski, Andy#PA#11#DEM#2014#62228#[0.6630714919974877, 0.3369285080025123]
Rothfus, Keith#PA#12#REP#2014#127993#
McClelland, Erin#PA#12#DEM#2014#87928#[0.5927769878798265, 0.4072230121201736]
Boyle, Brendan F.#PA#13#DEM#2014#123601#
Adcock, Carson Dee#PA#13#REP#2014#60549#[0.6711973934292697, 0.3288026065707304]
Doyle, Mike#PA#14#DEM#2014#148351#[1.0]
Dent, Charles W.#PA#15#REP#2014#128285#[1.0]
Pitts, Joseph R.#PA#16#REP#2014#101722#
Houghton, Tom#PA#16#DEM#2014#74513#[0.5771952222884217, 0.4228047777115783]
Cartwright, Matt#PA#17#DEM#2014#93680#
Moylan, David J.#PA#17#REP#2014#71371#[0.5675821412775445, 0.4324178587224555]
Murphy, Tim#PA#18#REP#2014#166076#[1.0]
Cicilline, David N.#RI#1#DEM#2014#87060#
Lynch, Cormick Brendan#RI#1#REP#2014#58877#
Mouse, Mickey#RI#1#WRI#2014#9#[0.5965220012881477, 0.4034163320680252, 6.166664382716895e-05]
Langevin, James R.#RI#2#DEM#2014#105716#
Reis, Rhue R.#RI#2#REP#2014#63844#
Picerno, Charles#RI#2#WRI#2014#6#[0.6234504558696908, 0.37651415967823737, 3.538445207175967e-05]
Sanford, Mark#SC#1#REP#2014#119392#[1.0]
Wilson, Joe#SC#2#REP#2014#121649#
Black, Phil#SC#2#DEM#2014#68719#
Geddings, Harold, III#SC#2#OTHER#2014#4158#[0.6253611342442655, 0.3532638310560028, 0.021375034699731656]
Duncan, Jeff#SC#3#REP#2014#116741#
Mullis, Barbara Jo#SC#3#DEM#2014#47181#[0.7121740827954759, 0.2878259172045241]
Gowdy, Trey#SC#4#REP#2014#126452#
McLaughlin, Curtis E.#SC#4#LIB#2014#21969#[0.8519818624049158, 0.14801813759508425]
Mulvaney, Mick#SC#5#REP#2014#103078#
Adams, Tom#SC#5#OTHER#2014#71985#[0.5888051729948647, 0.4111948270051353]
"""""""""""""""Clyburn, James E. """"""""""""""""Jim"""""""""""""""""""""""""""""""#SC#6#DEM#2014#125747#
Culler, Anthony#SC#6#REP#2014#44311#
Umbaugh, Kevin R.#SC#6#LIB#2014#3176#[0.7258794462980708, 0.2557869702252445, 0.018333583476684717]
Rice, Tom#SC#7#REP#2014#102833#
Bromell-Tinubu, Gloria#SC#7#DEM#2014#68576#[0.5999276584076683, 0.4000723415923318]
Noem, Kristi#SD#0#REP#2014#183834#
Robinson, Corinna#SD#0#DEM#2014#92485#[0.6652962698909594, 0.33470373010904064]
Roe, Phil#TN#1#REP#2014#115533#
Franklin, Robert D.#TN#1#IND#2014#9906#
Smith, Robert N.#TN#1#GRE#2014#9869#
Salyer, Michael D.#TN#1#IND#2014#4148#
Kudialis, Scott#TN#1#WRI#2014#14#[0.8283716928371693, 0.07102602710260271, 0.07076073707607371, 0.029741162974116296, 0.000100380010038001]
Duncan, John J., Jr.#TN#2#REP#2014#120883#
Scott, Bob#TN#2#DEM#2014#37612#
Gouge, Casey Adam#TN#2#IND#2014#4223#
Dryer, Norris#TN#2#GRE#2014#4033#[0.7249311848204808, 0.2255578677189342, 0.025325185456159183, 0.02418576200442576]
Fleischmann, Chuck#TN#3#REP#2014#97344#
Headrick, Mary M.#TN#3#DEM#2014#53983#
Mitchell, Cassandra J.#TN#3#IND#2014#4770#[0.6236122411064915, 0.3458298365759752, 0.030557922317533327]
DesJarlais, Scott#TN#4#REP#2014#84815#
Sherrell, Lenda#TN#4#DEM#2014#51357#
Doggart, Robert Rankin#TN#4#IND#2014#9246#[0.5832496664787028, 0.35316810848725744, 0.0635822250340398]
Cooper, Jim#TN#5#DEM#2014#96148#
Ries, Bob#TN#5#REP#2014#55078#
Deakin, Paul#TN#5#IND#2014#3050#[0.6232207213046748, 0.35700951541393344, 0.01976976328139179]
Black, Diane#TN#6#REP#2014#115231#
Powers, Amos Scott#TN#6#DEM#2014#37232#
Winton, Mike#TN#6#IND#2014#9634#[0.7108768206691055, 0.2296896302831021, 0.05943354904779237]
Blackburn, Marsha#TN#7#REP#2014#110534#
Cramer, Daniel#TN#7#DEM#2014#42280#
Ladner, Leonard D.#TN#7#IND#2014#5093#[0.6999943004426656, 0.26775253788622416, 0.03225316167111021]
Fincher, Stephen Lee#TN#8#REP#2014#122255#
Matheny, Dana#TN#8#OTHER#2014#4#
Bradley, Wes#TN#8#DEM#2014#42433#
Rawles, Mark#TN#8#OTHER#2014#4451#
Hart, James#TN#8#IND#2014#3452#[0.7083345403980417, 2.317564239983777e-05, 0.24585300848807903, 0.02578869608041948, 0.020000579391059994]
Cohen, Steve#TN#9#DEM#2014#87376#
Bergmann, Charlotte#TN#9#REP#2014#27173#
Alberson, Floyd Wayne#TN#9#IND#2014#766#
Cook, Paul#TN#9#IND#2014#752#
Bass, Herbert#TN#9#IND#2014#483#[0.7496868296868296, 0.23314457314457315, 0.006572286572286572, 0.006452166452166452, 0.004144144144144144]
Gohmert, Louie#TX#1#REP#2014#115084#
McKellar, Shirley J.#TX#1#DEM#2014#33476#[0.7746634356488961, 0.22533656435110394]
Poe, Ted#TX#2#REP#2014#101936#
Letsos, Niko#TX#2#DEM#2014#44462#
Veasaw, James B.#TX#2#LIB#2014#2316#
Roberts, Mark#TX#2#GRE#2014#1312#[0.6794555610360871, 0.2963619639262528, 0.015437324197139163, 0.008745150840520976]
Johnson, Sam#TX#3#REP#2014#113404#
Blair, Paul#TX#3#GRE#2014#24876#[0.8201041365345676, 0.17989586346543246]
Ratcliffe, John#TX#4#REP#2014#115085#[1.0]
Hensarling, Jeb#TX#5#REP#2014#88998#
Ashby, Ken#TX#5#LIB#2014#15264#[0.8535995856592047, 0.14640041434079532]
Barton, Joe#TX#6#REP#2014#92334#
Cozad, David E.#TX#6#DEM#2014#55027#
Chauvin, Hugh#TX#6#LIB#2014#3635#[0.6114996423746324, 0.36442687223502607, 0.024073485390341466]
Culberson, John#TX#7#REP#2014#90606#
Cargas, James#TX#7#DEM#2014#49478#
Fowler, Gerald#TX#7#LIB#2014#3135#[0.6326395240854914, 0.34547092215418346, 0.021889553760325097]
Brady, Kevin#TX#8#REP#2014#125066#
Petty, Ken#TX#8#LIB#2014#14947#[0.8932456271917608, 0.10675437280823924]
Green, Al#TX#9#DEM#2014#78109#
Johnson, Johnny#TX#9#LIB#2014#7894#[0.9082125042149692, 0.09178749578503076]
McCaul, Michael#TX#10#REP#2014#109726#
Walter-Cadien, Tawana#TX#10#DEM#2014#60243#
Kelsey, Bill#TX#10#LIB#2014#6491#[0.6218179757452114, 0.34139748384903096, 0.03678454040575768]
Conaway, Mike#TX#11#REP#2014#107939#
Lange, Ryan T.#TX#11#LIB#2014#11635#[0.9026962383126766, 0.09730376168732333]
Granger, Kay#TX#12#REP#2014#113186#
Greene, Mark#TX#12#DEM#2014#41757#
Colliver, Ed#TX#12#LIB#2014#3787#[0.7130725130725131, 0.26306936306936307, 0.02385812385812386]
Thornberry, Mac#TX#13#REP#2014#110842#
Minter, Mike#TX#13#DEM#2014#16822#
Pivoda, Emily#TX#13#LIB#2014#2863#
Cook, Don#TX#13#GRE#2014#924#[0.84321914629786, 0.1279716396223688, 0.021779978851435136, 0.007029235228336034]
Weber, Randy#TX#14#REP#2014#90116#
Brown, Donald G.#TX#14#DEM#2014#52545#
Wieder, John#TX#14#LIB#2014#3037#[0.6185122650962951, 0.36064324836305234, 0.020844486540652584]
Hinojosa, Rubén#TX#15#DEM#2014#48708#
Zamora, Eddie#TX#15#REP#2014#39016#
Partain, Johnny#TX#15#LIB#2014#2460#[0.540095804133771, 0.4326266300008871, 0.02727756586534197]
O'Rourke, Beto#TX#16#DEM#2014#49338#
Roen, Corey#TX#16#REP#2014#21324#
Perez, Jaime O.#TX#16#LIB#2014#2443#[0.6748922782299432, 0.29169003488133505, 0.0334176868887217]
Flores, Bill#TX#17#REP#2014#85807#
Haynes, Nick#TX#17#DEM#2014#43049#
Hamilton, Shawn Michael#TX#17#LIB#2014#4009#[0.6458209460730817, 0.32400556956309035, 0.030173484363827947]
Jackson Lee, Sheila#TX#18#DEM#2014#76097#
Seibert, Sean#TX#18#REP#2014#26249#
Duncan, Vince#TX#18#IND#2014#2362#
Alessi, Remington#TX#18#GRE#2014#1302#[0.7178285067446467, 0.24760871615885294, 0.02228091689463258, 0.012281860201867749]
Neugebauer, Randy#TX#19#REP#2014#90160#
Marchbanks, Neal#TX#19#DEM#2014#21458#
Peterson, Richard (Chip)#TX#19#LIB#2014#5146#
Vance, Donald L.#TX#19#WRI#2014#54#[0.771798866613022, 0.18368744542793064, 0.044051430430241914, 0.00046225752880549233]
Castro, Joaquin#TX#20#DEM#2014#66554#
Blunt, Jeffrey C.#TX#20#LIB#2014#21410#[0.7566049747624028, 0.2433950252375972]
Smith, Lamar#TX#21#REP#2014#135660#
Diaz, Antonio#TX#21#GRE#2014#27831#
Shields, Ryan#TX#21#LIB#2014#25505#[0.7177929691633685, 0.14725708480602764, 0.1349499460306038]
Olson, Pete#TX#22#REP#2014#100861#
Briscoe, Frank#TX#22#DEM#2014#47844#
Lapham, Rob#TX#22#LIB#2014#2861#[0.665459271868361, 0.3156644630062151, 0.018876265125423907]
Hurd, Will#TX#23#REP#2014#57459#
Gallego, Pete P.#TX#23#DEM#2014#55037#
Corvalan, Ruben#TX#23#LIB#2014#2933#[0.4977865181193634, 0.47680392275771255, 0.025409559122924048]
Marchant, Kenny E.#TX#24#REP#2014#93712#
McGehearty, Patrick#TX#24#DEM#2014#46548#
Kolls, Mike#TX#24#LIB#2014#3813#[0.650448036759143, 0.32308621323912184, 0.026465750001735233]
Williams, Roger#TX#25#REP#2014#107120#
Montoya, Marco#TX#25#DEM#2014#64463#
Betz, John#TX#25#LIB#2014#6300#[0.6021935766768044, 0.3623898854865277, 0.03541653783666792]
Burgess, Michael#TX#26#REP#2014#116944#
Boler, Mark#TX#26#LIB#2014#24526#[0.8266346221813812, 0.1733653778186188]
Farenthold, Blake#TX#27#REP#2014#83342#
Reed, Wesley#TX#27#DEM#2014#44152#
Simonson, Roxanne#TX#27#LIB#2014#3553#[0.6359703007317985, 0.3369172892168459, 0.02711241005135562]
Cuellar, Henry#TX#28#DEM#2014#62508#
Aikens, William#TX#28#LIB#2014#10153#
Cary, Michael D.#TX#28#GRE#2014#3475#[0.8210045182305349, 0.1333534727330041, 0.04564200903646107]
Green, Gene#TX#29#DEM#2014#41321#
Stanczak, James#TX#29#LIB#2014#4822#[0.8954987755455865, 0.10450122445441345]
Johnson, Eddie Bernice#TX#30#DEM#2014#93041#
Koch, Max W., III#TX#30#LIB#2014#7154#
Williams, Eric LeMonte#TX#30#IND#2014#5598#[0.8794627243768491, 0.06762262153450606, 0.052914654088644805]
Carter, John#TX#31#REP#2014#91607#
Minor, Louie#TX#31#DEM#2014#45715#
Ballard, Scott J.#TX#31#LIB#2014#5706#[0.6404829823531056, 0.3196227312134687, 0.03989428643342562]
Sessions, Pete#TX#32#REP#2014#96495#
Perez, Frank#TX#32#DEM#2014#55325#
Rankin, Ed#TX#32#LIB#2014#4276#[0.6181772755227553, 0.35442932554325546, 0.02739339893398934]
Veasey, Marc#TX#33#DEM#2014#43769#
Reeves, Jason#TX#33#LIB#2014#6823#[0.865136780518659, 0.13486321948134092]
Vela, Filemon B.#TX#34#DEM#2014#47503#
Smith, Larry S.#TX#34#REP#2014#30811#
Rowley, Ryan#TX#34#LIB#2014#1563#[0.5947018541006798, 0.38573056073713335, 0.019567585162186863]
Doggett, Lloyd#TX#35#DEM#2014#60124#
Narvaiz, Susan#TX#35#REP#2014#32040#
Bruner, Cory W.#TX#35#LIB#2014#2767#
Swift, Kat#TX#35#GRE#2014#1294#[0.62482722785139, 0.3329696024941543, 0.028755520914523252, 0.01344764873993245]
Babin, Brian#TX#36#REP#2014#101663#
Cole, Michael K.#TX#36#DEM#2014#29543#
Veach, Rodney#TX#36#LIB#2014#1951#
Ridley, Hal J., Jr.#TX#36#GRE#2014#685#[0.7595747224339147, 0.22073041347260203, 0.014576889167824748, 0.005117974925658612]
Bishop, Rob#UT#1#REP#2014#84231#
McAleer, Donna#UT#1#DEM#2014#36422#
Bowden, Craig#UT#1#LIB#2014#4847#
Vance, Dwayne A.#UT#1#OTHER#2014#4534#[0.647761354722611, 0.2800959748988726, 0.03727486657335774, 0.03486780380515865]
Stewart, Chris#UT#2#REP#2014#88915#
Robles, Luz#UT#2#DEM#2014#47585#
McCausland, Shaun#UT#2#OTHER#2014#4509#
Hill, Wayne L.#UT#2#OTHER#2014#3328#
Barron, Bill#UT#2#OTHER#2014#1734#
Rogers, Warren#UT#2#WRI#2014#117#[0.608223657208526, 0.32550551344843626, 0.030843844912031085, 0.022765206446493557, 0.011861438695378554, 0.0008003392891345391]
Chaffetz, Jason#UT#3#REP#2014#102952#
Wonnacott, Brian#UT#3#DEM#2014#32059#
Strong, Zack#UT#3#OTHER#2014#3192#
Tryon, Stephen P.#UT#3#OTHER#2014#2584#
Mates, Ben J.#UT#3#OTHER#2014#1513#
Else, David A.#UT#3#WRI#2014#280#[0.7220648057231028, 0.22484920746247722, 0.022387431617337635, 0.01812315892832094, 0.010611586477766867, 0.0019638097909945294]
Love, Mia B.#UT#4#REP#2014#74936#
Owens, Doug#UT#4#DEM#2014#67425#
Aalders, Tim#UT#4#OTHER#2014#2032#
Simonsen, Collin Robert#UT#4#OTHER#2014#1424#
Vein, Jim L.#UT#4#LIB#2014#1351#[0.5091867797347249, 0.4581498695368558, 0.01380734942378778, 0.009676016525331593, 0.009179984779299847]
Welch, Peter#VT#0#DEM#2014#123349#
Donka, Mark#VT#0#REP#2014#59432#
Ericson, Cris#VT#0#IND#2014#2750#
Andrews, Matthew#VT#0#OTHER#2014#2071#
Trudell, Jerry#VT#0#OTHER#2014#2024#
Meyer, Randall#VT#0#IND#2014#1685#[0.6447564436963896, 0.31065647035455357, 0.014374500159426274, 0.01082530539278975, 0.010579632117337739, 0.008807648279503009]
"""""""""""""""Wittman, Robert J. """"""""""""""""Rob"""""""""""""""""""""""""""""""#VA#1#REP#2014#131861#
"""""""""""""""Mosher, Norman G. """"""""""""""""Norm"""""""""""""""#VA#1#DEM#2014#72059#
Parker, Glenda Gail#VA#1#OTHER#2014#5097#[0.6308625614184492, 0.34475186228871335, 0.024385576292837424]
Rigell, E. Scott#VA#2#REP#2014#101558#
Patrick, Suzanne D.#VA#2#DEM#2014#71178#[0.587937662097073, 0.412062337902927]
"""""""""""""""Scott, Robert C. """"""""""""""""Bobby"""""""""""""""""""""""""""""""#VA#3#DEM#2014#139197#[1.0]
Forbes, J. Randy#VA#4#REP#2014#120684#
Fausz, Elliott G.#VA#4#DEM#2014#75270#
Brown, Bo C.#VA#4#LIB#2014#4427#[0.6022726705625783, 0.3756344164366881, 0.022092913000733603]
Hurt, Robert#VA#5#REP#2014#124735#
Gaughan, W. Lawrence#VA#5#DEM#2014#73482#
Jones, Paul F.#VA#5#LIB#2014#4298#
Hildebrandt, Kenneth J.#VA#5#OTHER#2014#2209#[0.6092837185674371, 0.3589320255563588, 0.020994118911314745, 0.010790136964889315]
"""""""""""""""Goodlatte, Robert W. """"""""""""""""Bob"""""""""""""""""""""""""""""""#VA#6#REP#2014#133898#
"""""""""""""""Hammer, William M. """"""""""""""""Will"""""""""""""""""""""""""""""""#VA#6#LIB#2014#22161#
Hildebrandt, Elaine B.#VA#6#OTHER#2014#21447#[0.7543294311178214, 0.12484648406251056, 0.12082408481966807]
Brat, Dave A.#VA#7#REP#2014#148026#
"""""""""""""""Trammell, John K. """"""""""""""""Jack"""""""""""""""""""""""""""""""#VA#7#DEM#2014#89914#
Carr, James A., Jr.#VA#7#LIB#2014#5086#[0.6090953231341503, 0.3699768749022738, 0.020927801963575913]
Beyer, Donald S., Jr.#VA#8#DEM#2014#128102#
Edmond, Micah K.#VA#8#REP#2014#63810#
Beck, Gwendolyn J.#VA#8#IND#2014#5420#
Carson, Jeffrey S.#VA#8#LIB#2014#4409#
"""""""""""""""Blais, Gerard C. """"""""""""""""Gerry,"""""""""""""""" III"""""""""""""""#VA#8#OTHER#2014#963#[0.6319658220854053, 0.31479398531849395, 0.02673849554029521, 0.02175092746073092, 0.004750769595074591]
Griffith, H. Morgan#VA#9#REP#2014#117465#
Carr, William R., Jr.#VA#9#IND#2014#39412#[0.7487713304053494, 0.25122866959465057]
Comstock, Barbara J.#VA#10#REP#2014#125914#
Foust, John W.#VA#10#DEM#2014#89957#
Redpath, William B.#VA#10#LIB#2014#3393#
Eickholt, Brad A.#VA#10#IND#2014#2442#
Blais, Dianne L.#VA#10#OTHER#2014#946#[0.5655192857014534, 0.4040251154267646, 0.015239027720388768, 0.010967788297432765, 0.00424878285396044]
"""""""""""""""Connolly, Gerald E. """"""""""""""""Gerry"""""""""""""""""""""""""""""""#VA#11#DEM#2014#106780#
Scholte, Suzanne K.#VA#11#REP#2014#75796#
Harrold, Marc M.#VA#11#LIB#2014#3264#
Galdo, Joe F.#VA#11#GRE#2014#1739#[0.56925348786378, 0.40407508303168266, 0.017400668518330942, 0.009270760586206345]
DelBene, Suzan#WA#1#DEM#2014#124151#
Celis, Pedro#WA#1#REP#2014#101428#[0.5503659471848, 0.44963405281519997]
Larsen, Rick#WA#2#DEM#2014#122173#
Guillot, B.J.#WA#2#REP#2014#79518#[0.6057434392213832, 0.3942565607786168]
Beutler, Jaime Herrera#WA#3#REP#2014#124796#
Dingethal, Bob#WA#3#DEM#2014#78018#[0.615322413640084, 0.384677586359916]
Newhouse, Dan#WA#4#REP#2014#77772#
Didier, Clint#WA#4#REP#2014#75307#[0.508051398297611, 0.49194860170238897]
Rodgers, Cathy McMorris#WA#5#REP#2014#135470#
Pakootas, Joseph (Joe)#WA#5#DEM#2014#87772#[0.6068302559554206, 0.39316974404457944]
Kilmer, Derek#WA#6#DEM#2014#141265#
McClendon, Marty#WA#6#REP#2014#83025#[0.6298319140398592, 0.3701680859601409]
McDermott, Jim#WA#7#DEM#2014#203954#
Keller, Craig#WA#7#REP#2014#47921#[0.8097429280397023, 0.19025707196029776]
Reichert, Dave#WA#8#REP#2014#125741#
Ritchie, Jason#WA#8#DEM#2014#73003#[0.6326782192166808, 0.36732178078331923]
Smith, Adam#WA#9#DEM#2014#118132#
Basler, Doug#WA#9#REP#2014#48662#[0.7082508963152152, 0.29174910368478485]
Heck, Denny#WA#10#DEM#2014#99279#
McDonald, Joyce#WA#10#REP#2014#82213#[0.5470158464284928, 0.4529841535715073]
McKinley, David B.#WV#1#REP#2014#92491#
Gainer, Glen B., III#WV#1#DEM#2014#52109#
Wood, Chuck#WV#1#WRI#2014#137#[0.6390280301512399, 0.3600254254268086, 0.0009465444219515397]
Mooney, Alex X.#WV#2#REP#2014#72619#
Fluharty, Robert Lawrence#WV#2#OTHER#2014#9#
Casey, Nick#WV#2#DEM#2014#67687#
Rabel, Ed#WV#2#IND#2014#6250#
Jones, Davy#WV#2#LIB#2014#7682#
Sullivan, Liz#WV#2#WRI#2014#3#[0.4707876823338736, 5.834683954619125e-05, 0.43881361426256077, 0.04051863857374392, 0.04980226904376013, 1.9448946515397084e-05]
Jenkins, Evan#WV#3#REP#2014#77713#[1.0]
Rahall, Nick J., II#WV#5#DEM#2014#62688#[1.0]
Ryan, Paul#WI#1#REP#2014#182316#
Zerban, Rob#WI#1#DEM#2014#105552#
Deschler, Keith R.#WI#1#WRI#2014#29#[0.6332681479834802, 0.36663112154694216, 0.00010073046957766146]
Pocan, Mark#WI#2#DEM#2014#224920#
Theron, Peter#WI#2#REP#2014#103619#[0.684606698139338, 0.3153933018606619]
Kind, Ron#WI#3#DEM#2014#155368#
Kurtz, Tony#WI#3#REP#2014#119540#
Van Doren, Ken#WI#3#OTHER#2014#128#[0.5649005948312221, 0.43463401154757925, 0.00046539362119867944]
Moore, Gwen#WI#4#DEM#2014#179045#
Sebring, Dan#WI#4#REP#2014#68490#
Raymond, Robert R.#WI#4#IND#2014#7002#[0.7034144348365856, 0.2690767943363833, 0.02750877082703104]
Sensenbrenner, F. James., Jr.#WI#5#REP#2014#231160#
Rockwood, Chris#WI#5#DEM#2014#101190#[0.6955318188656536, 0.3044681811343463]
Grothman, Glenn#WI#6#REP#2014#169767#
Harris, Mark L.#WI#6#DEM#2014#122212#
Fahrendorf, Gus#WI#6#LIB#2014#6865#[0.5680789977379502, 0.40894915072746985, 0.022971851534579913]
Duffy, Sean#WI#7#REP#2014#169891#
Schiess, John#WI#7#OTHER#2014#5#
Westlund, Kelly#WI#7#DEM#2014#112949#
Dale, Lawrence#WI#7#GRE#2014#3686#
Taylor, Rob#WI#7#WRI#2014#30#[0.5928615547824023, 1.7448291986697424e-05, 0.39415342632109746, 0.01286288085259334, 0.00010468975192018454]
Ribble, Reid J.#WI#8#REP#2014#188553#
Gruett, Ron#WI#8#DEM#2014#101345#[0.6504115240532877, 0.3495884759467123]
Lummis, Cynthia#WY#0#REP#2014#113038#
Grayson, Richard#WY#0#DEM#2014#37803#
Brubaker, Richard#WY#0#LIB#2014#7112#
Cummings, Daniel Clyde#WY#0#OTHER#2014#6749#[0.6863183203604085, 0.2295236244854343, 0.043181017838277616, 0.04097703731587959]
Byrne , B.#AL#1#REP#2016#1#[1.0]
Roby , M.#AL#2#REP#2016#134450#
Mathis , N.#AL#2#DEM#2016#111640#[0.5463448331911089, 0.45365516680889106]
Rogers , M.#AL#3#REP#2016#190724#
Smith , J.#AL#3#DEM#2016#93567#[0.670875968637769, 0.32912403136223095]
Aderholt , R.#AL#4#REP#2016#1#[1.0]
Brooks , M.#AL#5#REP#2016#204791#
Boyd , W.#AL#5#DEM#2016#101577#[0.6684477491121789, 0.3315522508878212]
Palmer , G.#AL#6#REP#2016#240897#
Putman , D.#AL#6#DEM#2016#81296#[0.7476791860779098, 0.25232081392209016]
Sewell , T.#AL#7#DEM#2016#1#[1.0]
Young , D.#AK#1#REP#2016#125729#
Lindbeck , S.#AK#1#DEM#2016#90784#
McDermott , J.#AK#1#LIB#2016#25104#
Souphanavong , B.#AK#1#OTHER#2016#7158#[0.5053924228720732, 0.36492412822831877, 0.10091046126017486, 0.02877298763943322]
O'Halleran , T.#AZ#1#DEM#2016#117048#
Babeu , P.#AZ#1#REP#2016#100236#
Parrish , R.#AZ#1#GRE#2016#13122#[0.5080076039686466, 0.4350407541470274, 0.05695164188432593]
McSally , M.#AZ#2#REP#2016#157677#
Heinz , M.#AZ#2#DEM#2016#120572#[0.5666758910184763, 0.43332410898152374]
Grijalva , R.#AZ#3#DEM#2016#1#[1.0]
Gosar , P.#AZ#4#REP#2016#171901#
Weisser , M.#AZ#4#DEM#2016#68460#[0.7151784191278951, 0.28482158087210485]
Biggs , A.#AZ#5#REP#2016#157980#
Fuentes , T.#AZ#5#DEM#2016#92225#[0.6314022501548731, 0.368597749845127]
Schweikert , D.#AZ#6#REP#2016#158978#
Williamson , J.#AZ#6#DEM#2016#99008#[0.6162272371368989, 0.3837727628631011]
Gallego , R.#AZ#7#DEM#2016#88219#
Nunez , E.#AZ#7#REP#2016#30040#[0.7459812783805038, 0.2540187216194962]
Franks , T.#AZ#8#REP#2016#165593#
Salazar , M.#AZ#8#GRE#2016#75963#[0.6855263375780357, 0.3144736624219643]
Sinema , K.#AZ#9#DEM#2016#132281#
Giles , D.#AZ#9#REP#2016#84137#[0.6112291953534364, 0.3887708046465636]
Crawford , R.#AR#1#REP#2016#183068#
West , M.#AR#1#LIB#2016#56200#[0.7651169400003344, 0.23488305999966563]
Hill , F.#AR#2#REP#2016#176100#
Curry , D.#AR#2#DEM#2016#111049#
Hayes , C.#AR#2#LIB#2016#14287#[0.5842036120436842, 0.3683999256890352, 0.047396462267280615]
Womack , S.#AR#3#REP#2016#214268#
Isaacson , S.#AR#3#LIB#2016#62793#[0.7733603791222872, 0.22663962087771286]
Westerman , B.#AR#4#REP#2016#181921#
Hicks , K.#AR#4#LIB#2016#60969#[0.7489851373049529, 0.25101486269504714]
La Malfa , D.#CA#1#REP#2016#164907#
Reed , J.#CA#1#DEM#2016#112183#[0.5951387635786206, 0.40486123642137933]
Huffman , J.#CA#2#DEM#2016#177724#
Mensing , D.#CA#2#REP#2016#52818#[0.7708964093310546, 0.22910359066894537]
Garamendi , J.#CA#3#DEM#2016#127623#
Cleek , E.#CA#3#REP#2016#91544#[0.5823093805180525, 0.4176906194819476]
McClintock , T.#CA#4#REP#2016#196613#
